PROGRAM,CGPA_AKHIR,POSTKOD,BANGSA,CACAT,JANTINA,AGAMA,TANGGUNGAN,GAJI,CGPA_MASUK,STATUS_GRAD,HEA_STATUS
BM234,2.97,46000,100,N,L,I,4,2,2.84,LULUS,TS
AP246,0,46000,100,N,P,I,5,3,3.33,GAGAL,MD
AM228,3.05,46000,100,N,L,I,5,9,2.75,LULUS,TM
BM232,2.72,46000,100,N,P,I,6,3,2.83,LULUS,TM
MC224,2.94,46000,100,N,P,I,7,2,2,LULUS,TM
IM226,3.35,46000,100,N,P,I,7,3,2.83,LULUS,TS
LG221,2.77,46000,100,N,P,I,8,3,2.25,LULUS,TM
MC226,2.92,46000,100,N,P,I,8,3,2.59,LULUS,TM
MC222,3.02,46000,100,N,L,I,9,4,2.42,LULUS,TS
IM225,3.45,45800,100,N,P,I,4,2,2.92,GAGAL,LU
SR223,3.2,45800,100,N,P,I,4,2,3.08,LULUS,TS
OM224,3.17,45800,100,N,P,I,5,2,2.92,LULUS,TS
BM224,2.77,45700,100,N,L,I,4,3,2.67,LULUS,TM
AP230,3.26,45700,100,N,L,I,7,3,3.9,LULUS,TM
BM223,3.19,45600,100,N,L,I,0,3,2.67,LULUS,TM
SR223,2.22,45600,100,N,L,I,1,2,2.42,GAGAL,D4
IM222,3.15,45600,100,N,P,I,3,2,2.58,LULUS,TM
OM223,3.84,45600,100,N,L,I,3,4,3.17,LULUS,ANC
HM221,3.22,45600,100,N,P,I,4,2,2.75,LULUS,TS
IM220,3.05,45600,100,N,P,I,5,1,2.92,LULUS,TM
BM230,3.08,45600,100,N,P,I,6,3,2.75,LULUS,TM
BM220,2.94,45600,100,N,P,I,7,5,2.75,LULUS,TM
OM222,3.13,45600,100,N,P,I,9,2,2.75,LULUS,TS
AD230,3.4,45500,100,N,P,I,0,3,2.25,LULUS,TS
OM222,2.28,45500,100,N,L,I,1,2,2.09,GAGAL,LU
AP230,3.26,45500,100,N,P,I,1,1,2.17,LULUS,TS
BM232,3.33,45500,100,N,P,I,1,2,2.5,LULUS,TS
BM229,3.01,45500,100,N,P,I,2,1,3.34,LULUS,TM
HM220,3.04,45500,100,N,P,I,2,3,3.08,LULUS,TM
AM228,2.97,45500,100,N,P,I,2,1,2.75,LULUS,TM
BM223,3.01,45500,100,N,L,I,2,3,3.34,LULUS,TM
IM221,3.14,45500,100,N,P,I,2,1,2.92,LULUS,TS
BM223,2.91,45500,100,N,L,I,3,3,3.42,LULUS,TM
OM221,3.05,45500,100,N,P,I,3,3,2.42,LULUS,TM
AM228,3.11,45500,100,N,P,I,3,5,2.5,LULUS,TS
OM224,2.71,45500,100,N,L,I,4,2,2.17,LULUS,TM
BM226,3,45500,100,N,L,I,4,1,3.34,LULUS,TM
BM225,3.13,45500,100,N,P,I,4,2,3.8,LULUS,TM
AD247,3.03,45500,100,N,L,I,4,2,2.17,GAGAL,LU
CT226,2.64,45500,100,N,L,I,4,4,2.67,GAGAL,LU
BM234,3.22,45500,100,N,P,I,4,5,3.8,LULUS,TM
AP230,2.58,45500,100,N,P,I,5,2,2.42,LULUS,TM
OM221,1.96,45500,100,N,L,I,5,3,2.83,GAGAL,D5
SR223,2.88,45500,100,N,L,I,5,5,2.42,LULUS,TM
AC220,3.53,45500,100,C,P,I,5,3,4,LULUS,TS
LG221,3.11,45500,100,N,L,I,5,2,2.5,LULUS,TM
BM223,3.11,45500,100,N,P,I,5,3,2.67,LULUS,TM
OM221,3.03,45500,100,N,P,I,6,6,2.08,LULUS,TM
BM223,3.31,45500,100,N,P,I,6,7,3.5,LULUS,TM
LG221,2.67,45500,100,N,L,I,6,7,2.5,LULUS,TM
BM223,3.29,45500,100,N,P,I,7,2,3.25,LULUS,TM
BM232,3.2,45400,100,N,P,I,1,1,2.92,LULUS,TS
HM222,3.3,45400,100,N,P,I,2,2,3.17,LULUS,TS
LG221,3.06,45400,100,N,L,I,2,2,2.5,LULUS,TS
HM221,3.46,45400,100,N,P,I,2,2,3.42,LULUS,TS
BM220,2.94,45400,100,N,P,I,2,1,2.92,LULUS,TM
AD228,0.11,45400,100,N,L,I,2,1,2.83,GAGAL,D1
AD226,3.23,45400,100,N,L,I,3,1,2.5,LULUS,TM
IM220,3.38,45400,100,N,P,I,3,1,2.92,LULUS,TS
AD228,3.04,45400,100,N,L,I,4,3,2.42,LULUS,TM
AP221,3.26,45400,100,N,P,I,5,3,3.5,LULUS,TS
AP221,3.13,45400,100,N,L,I,5,3,3,LULUS,TM
AD228,3.04,45400,100,N,L,I,5,2,2.33,LULUS,TM
BM223,0,45400,100,N,P,I,5,3,3.9,GAGAL,D1
SR221,2.98,45400,100,N,P,I,5,2,2.75,LULUS,TM
LG220,3.04,45400,100,N,P,I,6,2,3.17,LULUS,TM
IM222,3.3,45400,100,N,P,I,7,2,3,LULUS,TS
SR221,1.98,45400,100,N,L,I,7,4,3.33,GAGAL,P2
OM221,3.21,45400,100,N,P,I,8,3,2.75,LULUS,TS
AD228,3.09,45400,100,N,P,I,9,6,2.67,LULUS,TM
AD227,3.13,45400,100,N,P,I,9,2,2.83,LULUS,TM
BM220,1.75,45300,100,N,L,I,0,0,2.5,GAGAL,D1
AP230,3,45300,100,N,P,I,1,2,3,LULUS,TM
HM225,2.95,45300,100,N,P,I,1,1,2.75,LULUS,TM
CT225,3.45,45300,100,N,P,I,1,2,2.58,LULUS,TS
OM221,1.33,45300,100,N,L,I,2,1,2.67,GAGAL,D1
IM224,3.4,45300,100,N,L,I,2,1,2.92,LULUS,TS
BM220,2.9,45300,100,N,P,I,2,2,3.42,LULUS,TM
IM225,3.06,45300,100,N,P,I,2,2,2.83,LULUS,TS
SR223,2.46,45300,100,N,L,I,2,3,2.83,LULUS,TM
LG221,3.3,45300,100,N,P,I,3,2,2.42,LULUS,TS
SR221,3.04,45300,100,N,P,I,3,3,2.75,LULUS,TM
LW213,2.96,45300,100,N,P,I,3,2,3.67,LULUS,TM
AP228,2.85,45300,100,N,P,I,3,1,3.17,LULUS,TM
IM221,2.53,45300,100,N,L,I,4,2,2.92,LULUS,TM
IM220,3.03,45300,100,N,P,I,4,2,2.92,LULUS,TM
LG221,2.83,45300,100,N,L,I,4,1,2.67,LULUS,TM
AP228,2.5,45300,100,N,P,I,4,1,3.34,GAGAL,LU
AP221,2.78,45300,100,N,L,I,4,5,3.25,GAGAL,LU
BM220,2.67,45300,100,N,P,I,4,3,2.75,LULUS,TM
OM222,3,45300,100,N,P,I,4,4,2.67,LULUS,TS
BM223,2.61,45300,100,N,P,I,4,2,2.5,LULUS,TM
BM220,3.13,45300,100,N,P,I,5,3,2.92,LULUS,TM
IM223,2.78,45300,100,N,P,I,5,1,2.59,LULUS,TM
BM223,1.63,45300,100,N,P,I,5,3,2.5,GAGAL,D1
LG221,2.77,45300,100,N,P,I,5,2,2.83,LULUS,TM
AP230,0,45300,100,N,P,I,5,2,2.25,GAGAL,MD
BM236,2.96,45300,100,N,P,I,5,4,2.75,LULUS,TS
