PROGRAM,CGPA_AKHIR,POSTKOD,BANGSA,CACAT,JANTINA,AGAMA,TANGGUNGAN,GAJI,CGPA_MASUK,STATUS_GRAD,HEA_STATUS
OM223,3.32,98850,1004,N,P,K,4,1,2.42,LULUS,TS
BM220,1.71,98850,100,N,P,I,4,6,2.33,GAGAL,D1
IM225,2.95,98850,804,N,P,K,6,2,2.83,LULUS,TS
OM221,2.9,98850,100,N,P,I,6,3,2.92,LULUS,TS
BM220,3.06,98850,100,N,L,I,8,1,2.75,LULUS,TM
OM221,3.24,98708,1004,N,P,L,5,3,3.42,LULUS,TM
IM225,3.01,98700,1004,N,P,K,1,1,2.67,LULUS,TS
MC228,2.87,98700,1008,N,P,K,1,2,2.25,LULUS,TS
HM222,3.05,98700,1003,N,L,I,1,2,2.67,LULUS,TM
IM220,3.16,98700,100,N,P,I,2,1,3.17,LULUS,TS
IM224,2.88,98700,1004,N,P,K,2,1,2.83,LULUS,TS
OM221,3.41,98700,1004,N,P,L,3,2,3,LULUS,TS
LG221,3.02,98700,1003,N,P,I,3,2,2.67,LULUS,TM
ED222,3.39,98700,100,N,L,I,4,2,3.33,LULUS,TS
BM236,3.04,98700,100,N,P,I,4,1,2.84,LULUS,TM
LG221,3.09,98700,100,N,P,I,4,1,2.42,LULUS,TS
AM228,3.43,98700,909,N,L,I,5,2,2.92,LULUS,TS
LG221,3.46,98700,909,N,P,I,5,1,2.5,LULUS,TS
AM228,3.03,98700,100,N,P,I,6,4,2.92,LULUS,TS
BM221,3.17,98700,902,N,P,K,6,1,2.5,LULUS,TM
HM225,2.95,98700,1004,N,L,K,7,2,3,LULUS,TM
BM220,3.04,98700,100,N,P,I,9,4,2.67,LULUS,TM
OM221,2.89,98200,100,N,P,I,4,1,2.5,LULUS,TM
SR221,2.76,98200,913,N,P,I,5,2,2.33,LULUS,TM
LG221,3.04,98150,100,N,L,I,4,2,2.17,LULUS,TM
OM221,2.92,98107,1006,N,P,K,2,1,2.3,LULUS,TM
BM236,2.19,98107,1004,N,P,K,2,0,2.92,GAGAL,LU
HM220,3.26,98100,1004,N,P,K,2,3,3.8,LULUS,TS
BM220,3.28,98100,1004,N,P,K,3,3,2.75,LULUS,TM
IM226,3.19,98100,1004,N,L,K,3,3,2.75,LULUS,TS
BM226,2.97,98100,1004,N,L,K,4,3,3.25,LULUS,TM
BM232,3.21,98100,1004,N,P,K,4,2,2.83,LULUS,TS
IM224,3.15,98100,1004,N,L,K,5,2,3.17,LULUS,TS
BM221,1.68,98100,100,N,L,I,7,2,2.58,GAGAL,D1
BM223,3.2,98050,1004,N,L,K,3,1,2.59,LULUS,TM
BM242,1.78,98050,1006,N,P,K,4,2,2.67,GAGAL,D1
HM225,3.12,98050,1004,N,P,K,5,6,3.34,LULUS,TM
BM220,3.69,98000,100,N,L,I,1,2,2.83,LULUS,ANC
OM221,2.9,98000,1006,N,P,K,1,3,2.17,LULUS,TM
BM232,3.39,98000,1007,N,P,K,1,1,2.75,LULUS,TS
AM228,3.23,98000,1004,N,P,K,2,3,2.92,LULUS,TS
AM228,2.83,98000,1004,N,P,K,2,1,2.75,LULUS,TM
BM223,0,98000,1004,N,L,K,2,2,2.67,GAGAL,MD
HM220,2.9,98000,1004,N,P,K,2,3,3.8,LULUS,TM
IM223,3.1,98000,1004,N,P,K,2,1,2.92,LULUS,TS
BM220,3.03,98000,1006,N,L,K,3,4,3.09,LULUS,TM
BM224,2.79,98000,1004,N,P,K,3,2,2.34,LULUS,TM
BM223,3.26,98000,1006,N,P,K,3,2,2.59,LULUS,TM
HM221,2.61,98000,1004,N,P,I,3,2,2.75,LULUS,TM
BM220,3.06,98000,100,N,L,I,3,2,2.59,LULUS,TM
AP220,2.93,98000,100,N,P,I,3,2,2.67,LULUS,TM
BM224,1.68,98000,100,N,P,I,4,1,2.75,GAGAL,D1
BM232,3.17,98000,1002,N,P,K,4,2,2.83,LULUS,TS
OM223,2.73,98000,1005,N,L,K,4,4,3.67,LULUS,TM
HM220,3.16,98000,1004,N,P,5,4,5,2.92,LULUS,TM
BM220,2.67,98000,1004,N,P,K,4,2,2.5,LULUS,TM
BM234,3.67,98000,1004,N,P,L,4,4,3,LULUS,TS
BM232,3.47,98000,1137,N,P,K,4,2,2.84,LULUS,TS
IM226,2.82,98000,1004,N,L,K,5,2,2.5,LULUS,TS
AM228,2.88,98000,1004,N,L,K,5,3,2.75,LULUS,TS
AM228,2.79,98000,1006,N,P,K,5,1,2.5,LULUS,TM
HM220,3.43,98000,100,N,L,I,5,4,3,LULUS,TM
HM221,3.14,98000,100,N,P,I,5,7,2.67,LULUS,TM
IM225,3.54,98000,1007,N,P,K,6,2,2.92,LULUS,TS
BM220,3.07,98000,100,N,P,I,7,4,3.9,LULUS,TM
BM232,3.2,98000,1005,N,P,K,7,6,3.25,LULUS,TS
AP221,3.13,98000,1003,N,P,I,7,1,3.92,LULUS,TM
BM232,3.19,98000,1004,N,P,K,7,1,3.9,LULUS,TM
HM221,2.81,97200,1006,N,P,K,4,1,2.92,LULUS,TM
BM224,1.44,97200,1004,N,L,L,5,2,2.34,GAGAL,D1
SR223,2.7,97100,1004,N,P,K,2,3,2.34,LULUS,TM
BM220,3.11,97100,1004,N,P,K,6,4,3.8,LULUS,TM
BM224,3.03,97100,1004,N,P,K,6,1,2.92,LULUS,TM
BM223,3.52,97008,1004,N,P,L,1,2,3.42,LULUS,TM
LG220,1.08,97000,1004,N,L,K,1,5,2.42,GAGAL,D1
BM220,2.63,97000,1004,N,P,K,1,3,2.83,GAGAL,LU
BM220,2.92,97000,1002,N,P,I,2,3,2.92,LULUS,TM
HM221,3.03,97000,1004,N,P,I,3,0,2.58,LULUS,TM
OM222,2.96,97000,1004,N,P,K,3,3,2.84,LULUS,TS
BM222,3.05,97000,1002,N,L,I,3,4,2.42,LULUS,TM
HM221,2.81,97000,1004,N,P,K,3,2,2.83,LULUS,TM
AM228,3.17,97000,1004,N,P,K,3,3,3.34,LULUS,TS
ED226,1.44,97000,1005,N,P,K,4,4,2.58,GAGAL,D4
AD224,3.3,97000,1004,N,L,K,4,3,2.17,LULUS,TS
AM228,3.67,97000,1004,N,P,K,4,2,3.17,LULUS,ANC
OM224,3.1,97000,100,N,P,I,4,4,2.83,LULUS,TS
BM220,2.91,97000,1004,N,P,K,4,2,2.42,LULUS,TM
IM220,2.89,97000,1004,N,P,K,4,2,2.5,LULUS,TM
BM220,3.1,97000,1007,N,P,K,4,2,2.83,LULUS,TM
BM223,2.79,97000,1004,N,P,K,4,4,2.58,LULUS,TM
IM225,3.18,97000,1004,N,P,K,5,2,3.33,LULUS,TS
LG221,3.14,97000,100,N,L,I,5,3,2.58,LULUS,TS
BM220,3.04,97000,1004,N,P,K,5,2,3,LULUS,TM
BM230,2.55,97000,1002,N,P,I,5,4,2.75,LULUS,TM
IM225,3.42,97000,1004,N,P,K,6,3,2.75,LULUS,TS
OM222,2.89,97000,1004,N,P,K,6,3,2.59,LULUS,TS
BM224,2.74,97000,1002,N,P,I,6,4,2.67,LULUS,TM
IM224,3.13,97000,1004,N,L,L,6,4,3.8,LULUS,TS
BM230,3.02,97000,1004,N,P,L,6,2,3.42,GAGAL,LU
IM223,2.87,97000,100,N,P,I,7,4,2.42,LULUS,TM
IM225,3.07,97000,1004,N,P,K,8,2,3,LULUS,TS
BM223,2.66,97000,100,N,P,I,8,6,2.5,LULUS,TM
BM216,3.02,97000,1002,N,P,I,8,3,3.25,LULUS,TM
OM221,2.7,97000,100,N,P,I,9,2,2.83,LULUS,TM
IM220,2.86,96900,28,N,P,K,4,2,2.42,LULUS,TM
BM232,3.18,96900,1007,N,P,K,7,5,3,LULUS,TS
LG221,2.69,96850,1004,N,L,K,1,2,2.59,LULUS,TM
LG221,3.07,96850,1004,N,P,K,1,3,2.5,LULUS,TS
BM220,3.51,96850,1004,N,L,5,2,1,2.59,LULUS,TM
OM223,2.64,96850,1004,N,L,L,2,0,3.33,LULUS,TS
LG221,2.8,96850,1004,N,P,5,3,2,2.42,LULUS,TM
IM224,2.91,96850,1002,N,P,I,4,1,3.8,LULUS,TS
AM228,1.59,96850,1004,N,L,K,6,2,3.8,GAGAL,D1
OM221,3.23,96850,1004,N,P,K,7,5,2.75,LULUS,TM
LG221,3.11,96807,100,N,L,I,1,1,2.17,LULUS,TS
HM220,3.08,96800,1004,N,L,K,3,2,2.92,LULUS,TM
OM221,3.23,96800,1004,N,P,K,4,2,3,LULUS,TS
LG221,3.45,96800,1004,N,L,K,5,1,2.58,LULUS,TS
BM220,3.52,96800,1004,N,P,K,5,3,2.67,LULUS,TM
OM222,3.58,96800,1004,N,L,K,5,2,3.9,LULUS,TS
HM240,0,96800,1004,N,P,5,5,1,3.42,GAGAL,MD
OM221,2.88,96800,1004,N,P,K,5,1,2.83,LULUS,TM
HM221,3.03,96800,1006,N,P,K,5,3,2.67,LULUS,TM
OM221,2.68,96800,1004,N,P,K,6,3,2.83,LULUS,TS
BM220,1.58,96700,1004,N,P,K,0,2,2.33,GAGAL,D2
BM242,1.55,96700,100,N,P,I,3,4,2.33,GAGAL,D1
IM220,2.79,96700,1004,N,P,K,3,1,2.58,LULUS,TM
LG221,2.71,96700,100,N,P,I,4,2,2.25,LULUS,TM
BM221,3.13,96700,1004,N,P,K,6,5,3.8,LULUS,TM
IM220,2.96,96500,1004,N,P,K,3,1,2.83,LULUS,TM
HM220,2.98,96500,1004,N,L,K,5,4,2.92,LULUS,TM
OM223,2.63,96400,1002,N,L,I,2,3,3,LULUS,TS
OM221,3.02,96400,1004,N,P,K,2,2,3.17,LULUS,TM
BM224,3.24,96400,1002,N,P,I,2,1,2.75,LULUS,TM
BM220,3.3,96400,913,N,P,I,3,1,2.5,LULUS,TM
AM228,3.1,96400,1002,N,P,I,3,1,2.59,LULUS,TM
IM225,3.22,96400,100,N,P,I,4,1,2.83,LULUS,TS
BM220,2.88,96400,1004,N,P,K,4,2,2.83,LULUS,TM
AM228,1.78,96400,1002,N,P,I,4,2,2.84,GAGAL,D1
IM220,3.05,96400,1102,N,P,K,5,5,2.33,LULUS,TM
BM222,2.8,96400,1004,N,L,K,5,6,2.59,LULUS,TM
IM223,2.96,96400,1002,N,P,K,6,3,2.92,LULUS,TM
BM221,3.01,96400,1002,N,P,I,6,2,2.33,LULUS,TM
IM222,3.07,96400,1002,N,P,K,8,2,2.67,LULUS,TM
BM226,3.06,96400,100,N,P,I,8,1,3.25,LULUS,TM
BM224,1.3,96300,1002,N,P,K,2,1,2.33,GAGAL,D1
AM228,3.23,96300,1002,N,L,5,5,3,2.75,LULUS,TM
IM221,3.66,96250,1002,N,P,I,4,1,2.75,LULUS,TS
HM221,3.09,96250,1002,N,P,I,5,5,2.67,LULUS,TM
BM230,2.5,96150,1002,N,P,I,0,2,2.58,LULUS,TM
OM222,1.78,96150,1004,N,P,K,3,2,2.67,GAGAL,D1
SR223,3.2,96100,1004,N,P,K,2,1,3.58,LULUS,TS
MC228,3.05,96100,100,N,P,I,3,1,2.5,LULUS,TM
BM232,2.24,96100,1004,N,P,K,4,3,2.67,GAGAL,LU
OM223,3.06,96100,1004,N,P,K,4,1,3.59,LULUS,TS
IM225,3.36,96100,100,N,P,I,5,2,3.25,LULUS,TS
OM221,3.31,96100,1004,N,P,K,5,3,2.75,LULUS,TS
BM221,1.98,96100,1004,N,L,K,7,1,2.92,GAGAL,D5
AD226,1.85,96008,100,N,P,I,3,2,2.25,GAGAL,D4
SR223,2.76,96000,1005,N,P,K,0,3,2.5,LULUS,TM
IM220,3.1,96000,1004,N,P,K,1,2,2.75,LULUS,TM
BM220,3.05,96000,1004,N,P,K,2,2,2.58,LULUS,TM
MC221,3.28,96000,1004,N,L,K,2,5,2.17,LULUS,TS
HM221,3,96000,1007,N,L,K,2,1,2.58,LULUS,TM
SR223,2.66,96000,1004,N,L,K,2,4,2.58,LULUS,TS
LG221,2.95,96000,1004,N,L,K,2,1,2,LULUS,TM
BM230,2.92,96000,100,N,P,I,3,4,2.59,LULUS,TM
BM232,0,96000,1004,N,P,K,3,3,2.92,GAGAL,MD
AM228,0,96000,1004,N,P,K,3,2,3.67,GAGAL,MD
LG221,3.16,96000,1004,N,P,K,3,1,2.67,LULUS,TM
IM220,3.26,96000,1004,N,P,K,3,1,3.75,LULUS,TS
AD223,2.96,96000,1002,N,P,5,3,2,2.42,LULUS,TM
BM220,2.83,96000,1004,N,L,K,3,6,2.75,LULUS,TM
AM228,2.87,96000,1004,N,P,K,3,6,2.75,LULUS,TM
HM221,2.92,96000,1004,N,P,K,3,3,3.8,LULUS,TM
IM225,3.08,96000,100,N,P,I,3,3,2.75,LULUS,TS
BM220,3.19,96000,1004,N,P,K,4,3,2.67,LULUS,TM
HM225,3.07,96000,1004,N,L,K,4,2,3.9,LULUS,TM
OM223,0,96000,1004,N,P,K,4,2,3.33,GAGAL,MD
IM220,2.68,96000,1004,N,P,K,5,2,2.42,LULUS,TM
BM222,2.85,96000,100,N,L,I,5,4,2.58,LULUS,TM
IM225,3.02,96000,1002,N,P,I,5,3,2.75,LULUS,TS
HM220,3.63,96000,1004,N,L,K,5,2,3.25,LULUS,ANC
IM220,3.23,96000,1004,N,P,K,5,3,3,LULUS,TS
BM220,2.92,96000,1004,N,L,I,5,2,2.75,LULUS,TM
BM232,3.33,96000,100,N,P,I,5,2,2.58,LULUS,TM
OM221,2.68,96000,1004,N,L,K,5,2,2.25,LULUS,TM
BM232,3.01,96000,100,N,P,I,5,3,2.58,LULUS,TM
AM228,3.74,96000,1005,N,P,K,6,6,3.59,LULUS,ANC
AD228,3.06,96000,1002,N,L,I,6,1,2.59,LULUS,TM
HM220,3.49,96000,1002,N,P,I,6,3,3.25,LULUS,TS
BM232,3.04,96000,1004,N,P,K,6,4,3,LULUS,TS
BM232,2.97,96000,100,N,P,I,7,4,2.92,LULUS,TS
HM220,3.34,96000,1113,N,P,I,8,3,3.8,LULUS,TM
BM216,2.65,96000,100,N,P,I,8,4,2.75,LULUS,TM
MU220,2.86,96000,1004,N,L,K,9,8,2.33,LULUS,TM
LG221,3.19,95900,1004,N,L,K,3,4,2.42,LULUS,TS
BM230,2.48,95800,1004,N,P,L,3,1,2.59,LULUS,TM
OM221,2.94,95700,100,N,L,I,1,2,2.83,LULUS,TS
BM222,3.04,95700,1004,N,L,L,1,2,2.83,LULUS,TM
OM222,2.93,95700,1004,N,P,K,2,2,2.84,LULUS,TS
BM222,2.91,95700,1004,N,P,K,2,1,2.5,LULUS,TM
OM222,2.82,95700,1004,N,L,K,3,2,2.67,LULUS,TM
BM222,2.65,95700,1004,N,P,K,4,2,2.67,LULUS,TM
LG221,2.74,95700,1004,N,P,K,5,1,2.17,LULUS,TM
BM223,2.93,95700,100,N,P,I,8,1,2.5,LULUS,TM
BM220,2.85,95600,100,N,P,I,6,3,2.59,LULUS,TM
AM228,2.89,95600,100,N,P,I,6,4,2.67,LULUS,TM
BM222,2.79,95500,1004,N,P,K,3,1,2.58,LULUS,TM
LG221,3.31,95500,100,N,P,I,4,2,2.25,LULUS,TM
IM227,3.26,95500,100,N,L,I,4,2,3.9,LULUS,TS
IM224,3.13,95500,100,N,L,I,4,4,2.92,LULUS,TS
BM220,3.57,95500,1004,N,P,K,5,1,2.83,LULUS,TM
IM224,3.27,95500,100,N,P,I,8,1,3,LULUS,TS
IM221,3.16,95407,1004,N,P,K,6,3,3.17,LULUS,TM
IM227,2.94,95400,1004,N,P,5,1,1,3.8,LULUS,TS
LG221,3.26,95400,1004,N,P,K,2,1,2.84,LULUS,TS
LG221,2.88,95400,100,N,P,I,2,1,2.25,LULUS,TS
SR221,1.97,95400,1004,N,L,K,3,3,2.42,GAGAL,D5
BM232,2.85,95400,100,N,P,I,6,4,2.67,LULUS,TM
AM228,2.73,95400,100,N,P,I,6,7,2.59,LULUS,TM
BM230,3.11,95400,1002,N,P,I,6,1,3.5,LULUS,TM
SR221,3.06,95400,100,N,P,I,7,5,2.08,LULUS,TM
BM220,2.83,95400,100,N,L,I,7,4,2.92,LULUS,TM
BM232,1.67,95400,1004,N,P,K,7,1,2.25,GAGAL,D1
BM232,2.64,95400,100,N,P,I,8,6,2.67,LULUS,TM
LG221,3.46,95300,104,N,P,I,6,2,2.67,LULUS,TS
AM228,3.03,95300,100,N,P,I,7,2,2.75,LULUS,TS
HM221,2.75,95007,1004,N,P,I,2,1,2.5,LULUS,TM
AP230,3.26,95000,1004,N,P,K,2,1,2.75,LULUS,TM
BM232,2.78,95000,1004,N,P,K,2,6,3,LULUS,TM
MC226,3.31,95000,1004,N,P,K,2,4,2.5,LULUS,TM
AP229,2.91,95000,1004,N,L,K,3,2,2.5,LULUS,TM
BM222,2.79,95000,1004,N,P,K,3,1,2.67,LULUS,TM
OM224,3.05,95000,1004,N,P,K,3,1,3.17,LULUS,TM
MU221,1.94,95000,1004,N,P,K,3,6,3,GAGAL,D4
AM228,3.14,95000,1004,N,P,K,3,3,3,LULUS,TM
IM220,2.74,95000,1004,N,P,K,3,1,2.5,LULUS,TM
IM221,3.42,95000,1004,N,P,K,4,1,3.75,LULUS,TS
HM221,3.13,95000,1004,N,P,K,4,7,2.92,LULUS,TM
BM232,3.14,95000,1004,N,P,K,4,5,2.75,LULUS,TS
BM220,2.82,95000,1004,N,P,K,4,1,2.34,LULUS,TM
BM220,3.43,95000,100,N,P,I,5,4,2.58,LULUS,TM
BM220,3,95000,1005,N,P,K,5,1,3,LULUS,TM
IM224,3.14,95000,1004,N,P,K,5,6,3,LULUS,TS
HM221,2.89,95000,1004,N,P,K,5,2,2.92,LULUS,TM
OM223,1.67,95000,1004,N,P,K,6,1,2.67,GAGAL,D1
AM228,2.59,95000,1004,N,P,K,6,2,2.67,LULUS,TM
OM223,3.11,95000,1004,N,P,K,6,3,3.58,LULUS,TS
IM225,3.36,95000,1004,N,P,K,7,1,3.8,LULUS,TS
HM222,3.04,95000,1004,N,P,L,7,3,2.92,LULUS,TM
AM228,2.98,95000,1004,N,P,I,7,3,3.8,LULUS,TS
BM223,2.29,95000,1115,N,L,K,8,2,2.59,GAGAL,LU
SR223,2.74,95000,1005,N,P,K,9,5,2.92,LULUS,TM
IM226,3.04,95000,100,N,P,I,9,3,2.75,LULUS,TS
OM222,2.66,94950,100,N,P,I,3,1,2.83,LULUS,TS
BM229,3.4,94950,100,N,P,I,3,1,2.67,LULUS,TM
OM221,2.72,94950,100,N,P,I,4,5,2.17,LULUS,TM
BM232,2.74,94950,100,N,P,I,9,1,2.67,LULUS,TM
AP220,2.96,94850,1004,N,L,L,3,1,2.67,LULUS,TM
HM221,2.88,94800,1004,N,P,K,4,1,2.5,LULUS,TM
BM220,2.76,94800,100,N,L,I,4,2,3,LULUS,TM
OM221,3.34,94800,100,N,P,I,5,4,2.5,LULUS,TS
BM223,3.36,94800,100,N,P,I,5,3,3.17,LULUS,TM
AM228,2.88,94750,100,N,L,I,0,3,3,LULUS,TM
IM220,3,94750,7,N,P,K,3,2,2.92,LULUS,TM
IM226,3.09,94750,100,N,P,I,6,3,2.92,LULUS,TS
OM223,2.65,94700,1005,N,P,K,1,3,2.58,LULUS,TS
BM230,2.58,94700,1005,N,P,K,1,1,2.92,LULUS,TM
AM228,3.25,94700,100,N,P,I,2,2,3,LULUS,TS
ED226,3.34,94700,1005,N,P,K,2,3,2.5,LULUS,TM
AM228,0,94700,1005,N,P,K,2,2,2.83,GAGAL,MD
HM225,3.08,94700,100,N,P,I,2,2,2.84,LULUS,TM
MC223,3.06,94700,1005,N,P,K,3,2,2.67,LULUS,TS
LG221,3.08,94700,7,N,P,K,4,1,2.92,LULUS,TS
BM224,0.93,94700,1005,N,P,K,4,1,2.75,GAGAL,D1
MC221,3.14,94700,7,N,L,K,5,2,2.5,LULUS,TM
IM220,2.78,94700,1005,N,P,K,5,1,2.92,LULUS,TM
IM220,3.08,94700,1004,N,P,K,5,1,2.58,LULUS,TM
OM221,3.16,94700,1004,N,P,K,5,1,3,LULUS,TS
BM223,3.18,94700,100,N,P,I,5,2,3,LULUS,TM
OM221,3.53,94700,1005,N,P,K,6,1,3,LULUS,TS
BM222,2.83,94700,1005,N,P,K,6,5,2.5,LULUS,TM
BM232,2.99,94700,100,N,L,I,6,2,2.67,LULUS,TS
IM225,3.18,94700,100,N,L,I,6,7,2.75,LULUS,TS
MC222,0,94700,7,N,L,K,6,2,2.5,GAGAL,D1
OM223,2.86,94700,100,N,P,I,7,4,2.58,LULUS,TS
LG221,3.25,94700,104,N,P,I,7,3,2.42,LULUS,TS
BM230,2.78,94700,100,N,L,I,7,4,3.17,LULUS,TM
OM224,3.1,94700,100,N,P,I,7,1,2.33,LULUS,TM
BM224,2.75,94700,100,N,L,I,7,2,2.5,GAGAL,LU
BM220,3.65,94700,1004,N,P,K,7,3,2.42,LULUS,TM
AP230,2.86,94700,100,N,L,I,9,1,2.8,LULUS,TM
LG220,2.94,94650,100,N,P,I,3,2,2.17,LULUS,TM
IM223,3.38,94650,100,N,P,I,3,1,3.8,LULUS,TS
BM220,2.77,94650,100,N,P,I,4,1,2.67,LULUS,TM
AM228,2.58,94650,100,N,L,I,4,3,2.58,LULUS,TM
IM225,3.52,94650,100,N,P,I,7,3,2.92,LULUS,TS
BM222,2.75,94600,100,N,L,I,3,2,2.83,LULUS,TM
BM222,3.25,94600,100,N,P,I,4,2,2.75,LULUS,TM
LG221,2.82,94600,100,N,P,I,4,5,2.59,LULUS,TS
IM223,3.27,94600,100,N,P,I,5,1,2.33,LULUS,TM
HM225,3.28,94600,1004,N,P,K,5,1,2.75,LULUS,TM
AM228,3.26,94600,100,N,P,I,6,6,2.5,LULUS,TS
BM220,2.88,94600,100,N,P,I,6,1,2.67,LULUS,TM
BM223,3.43,94600,100,N,L,I,7,1,3.59,LULUS,TM
AM228,,94600,100,N,L,I,7,2,3.09,GAGAL,MD
HM220,3.22,94600,100,N,P,I,8,2,2.83,LULUS,TM
IM223,3.59,94600,100,N,P,I,9,4,2.75,LULUS,TS
AM228,2.58,94500,1139,N,P,K,1,1,2.67,LULUS,TM
LG220,3.02,94500,100,N,P,I,4,2,2.08,LULUS,TM
IM220,3.03,94500,1004,N,P,K,6,2,2.75,LULUS,TM
IM221,3.12,94500,1005,N,P,K,9,2,2.42,LULUS,TM
HM225,3.04,94300,1005,N,L,K,2,5,2.75,LULUS,TM
BM230,3.01,94300,100,N,L,I,3,1,3.8,LULUS,TM
BM229,3.11,94300,100,N,L,I,3,1,2.67,LULUS,TM
OM222,3.58,94300,100,N,P,I,3,2,3,LULUS,TS
SR221,3.43,94300,100,N,P,I,4,3,2.42,LULUS,TS
IM220,3.07,94300,1130,N,P,K,5,2,2.42,LULUS,TS
IM220,3,94300,1005,N,P,K,5,2,2.75,LULUS,TS
HM220,3.58,94300,100,N,P,I,5,2,3.17,LULUS,TS
OM221,2.99,94300,100,N,P,I,5,1,2.83,LULUS,TS
SR221,2.98,94300,100,N,L,I,6,3,2.42,LULUS,TM
IM226,3.23,94300,1004,N,P,K,7,1,2.92,LULUS,TS
BM230,2.48,94300,100,N,P,I,8,2,2.42,LULUS,TM
BM229,3.31,94300,100,N,P,I,9,3,2.67,LULUS,TM
AM228,3.29,94200,1005,N,L,I,2,1,3.42,LULUS,TS
OM222,3.02,94200,1005,N,P,K,3,1,3.25,LULUS,TM
BM225,3.21,94200,100,N,P,I,4,2,2.83,LULUS,TM
AD227,3.2,94200,1005,N,L,K,4,1,2.25,LULUS,TM
IM220,1.83,94200,7,N,P,K,5,2,2.75,GAGAL,D3
LG221,3.03,94200,100,N,P,I,5,3,2.25,LULUS,TS
BM223,2.88,94200,1005,N,P,K,5,3,2.92,LULUS,TM
AM228,3.38,94200,1004,N,P,K,6,6,3.9,LULUS,TS
LG221,3.29,94100,100,N,P,I,5,1,2.75,LULUS,TS
BM223,2.45,94000,1005,N,P,K,0,1,2.5,LULUS,TM
IM225,3.03,94000,1005,N,P,K,3,2,2.67,LULUS,TS
BM230,2.4,94000,1005,N,P,K,3,6,2.42,LULUS,TM
BM224,2.71,94000,1005,N,P,5,3,2,2.58,GAGAL,LU
AM228,3.41,94000,1004,N,P,K,3,3,2.84,LULUS,TS
HM221,3.1,94000,1005,N,P,K,4,7,2.58,LULUS,TM
AM228,2.5,94000,1005,N,P,K,5,2,2.67,LULUS,TM
OM224,2.84,94000,1005,N,P,K,5,3,2.84,LULUS,TS
AM228,2.97,94000,1005,N,L,5,6,5,2.5,LULUS,TM
BM224,3.29,94000,1005,N,P,K,6,2,2.34,LULUS,TM
BM221,3.35,94000,1005,N,P,K,6,1,2.84,LULUS,TM
BM224,1.65,93710,100,N,P,I,9,2,2.67,GAGAL,D1
IM220,2.74,93450,100,N,P,I,2,2,2.58,LULUS,TM
BM220,2.82,93450,1005,N,P,K,2,2,2.75,LULUS,TM
AM228,3.15,93450,1005,N,P,K,3,0,3.9,LULUS,TS
AP229,3.12,93450,7,N,P,K,3,2,2.08,LULUS,TM
IS220,0.21,93450,100,N,P,I,9,2,3.25,GAGAL,D1
AD227,3,93400,100,N,P,I,5,2,2.25,LULUS,TM
OM221,3.35,93400,100,N,P,I,6,3,2.58,LULUS,TS
MC228,3.22,93350,1002,N,L,I,4,0,2.42,LULUS,TS
BM232,1.8,93350,1004,N,P,I,5,6,2.42,GAGAL,D3
BM232,2.99,93350,1004,N,P,K,5,3,2.42,LULUS,TS
HM220,3.41,93350,1005,N,P,K,9,4,2.92,LULUS,TS
BM222,3.03,93300,1004,N,P,K,4,4,2.33,LULUS,TM
BM220,3.32,93300,100,N,L,I,4,1,2.92,LULUS,TM
MC223,3.16,93300,1005,N,P,K,5,8,2,LULUS,TM
SR221,3.23,93300,100,N,L,I,5,2,2.92,LULUS,TS
IM220,3.03,93250,1005,N,P,K,1,1,2.58,LULUS,TM
HM225,3,93250,100,N,P,I,2,2,2.83,LULUS,TM
BM220,3.4,93250,100,N,P,I,3,3,3.8,LULUS,TM
BM232,3.66,93250,1005,N,P,K,3,3,2.92,LULUS,ANC
OM222,2.77,93250,1005,N,L,K,3,4,2.58,LULUS,TS
IM224,3,93250,1005,N,L,K,3,2,3.17,LULUS,TM
HM221,3.07,93250,1004,N,L,K,3,5,2.84,LULUS,TM
SR221,2.57,93250,1005,N,L,K,3,6,2.08,LULUS,TM
SR223,2.97,93250,1005,N,P,K,4,0,2.08,LULUS,TM
BM223,3.17,93250,1009,N,L,K,4,1,2.92,LULUS,TM
BM220,3.29,93250,100,N,L,I,4,4,2.67,LULUS,TM
HM221,3.24,93250,100,N,P,I,4,4,2.67,LULUS,TM
BM230,3.41,93250,100,N,P,I,4,4,3.59,LULUS,TM
BM232,3.32,93250,1004,N,P,K,4,4,2.75,LULUS,TS
BM220,2.87,93250,1005,N,P,K,4,2,2.84,LULUS,TM
BM220,2.97,93250,1004,N,P,K,5,2,2.67,LULUS,TM
BM222,2.52,93250,1005,N,L,K,5,5,2.33,LULUS,TM
BM222,2.71,93250,100,N,P,I,5,5,2.42,LULUS,TM
HM221,2.72,93250,1005,N,P,K,5,5,2.75,LULUS,TM
AM228,2.71,93250,100,N,L,I,5,3,3.42,LULUS,TM
LG241,,93250,1005,N,P,K,5,3,2.17,GAGAL,MD
AM228,2.85,93250,1010,N,L,K,6,2,2.59,LULUS,TM
BM221,3.02,93250,1005,N,L,K,6,2,2.59,LULUS,TM
SR221,2.62,93250,1004,N,L,K,7,3,2.08,LULUS,TM
AP220,1.91,93250,1004,N,L,K,7,1,2.67,GAGAL,D4
BM222,2.69,93250,1005,N,L,K,7,5,2.92,LULUS,TM
LG220,2.66,93250,1005,N,L,K,8,5,2.42,LULUS,TM
IS220,0.21,93200,100,N,P,I,2,2,2.58,GAGAL,D1
BM220,3,93200,100,N,P,I,5,2,2.42,LULUS,TM
