PROGRAM,CGPA_AKHIR,POSKOD,BANGSA,CACAT,JANTINA,AGAMA,TANGGUNGAN,GAJI,CGPA_MASUK,STATUS_GRAD,HEA_STATUS
PH210,2.9,28400,100,N,L,I,3,2,3.68,LULUS,TM
HS224,3.21,22200,100,N,P,I,9,5,3.68,LULUS,TM
BM222,3.78,62150,100,N,P,I,4,4,3.68,LULUS,ANC
OM223,3.45,27000,100,N,P,I,2,3,3.68,LULUS,TS
BM229,3.5,33100,100,N,P,I,4,2,3.68,LULUS,TM
BM220,3.24,48200,100,N,L,I,4,5,3.68,LULUS,TM
BM222,3.24,53000,100,N,P,I,3,2,3.68,LULUS,TM
HS221,3.05,31200,100,N,P,I,3,2,3.68,LULUS,TS
BM229,3.37,36000,100,N,P,I,6,3,3.68,LULUS,TM
BM222,3.53,41200,100,N,P,I,7,7,3.68,LULUS,TM
BM229,3.67,53100,100,N,P,I,7,4,3.68,LULUS,TM
BM229,3.22,43700,100,N,P,I,4,2,3.68,LULUS,TM
ED227,3.64,14020,100,N,P,I,7,2,3.68,LULUS,TM
EH220,3.55,43100,100,N,P,I,8,6,3.68,LULUS,TS
AS202,3.13,40300,100,N,P,I,7,3,3.68,LULUS,TS
AS233,3.44,80100,100,N,P,I,4,6,3.68,LULUS,TM
EH220,2.88,27600,100,N,L,I,5,2,3.68,LULUS,TM
EM220,2.75,26400,100,N,P,I,4,3,3.68,GAGAL,LU
AP224,2.67,20050,100,N,L,I,7,4,3.68,LULUS,TM
AP225,3.03,83600,100,N,P,I,6,2,3.68,LULUS,TM
BM229,2.82,34300,100,N,L,I,5,3,3.68,LULUS,TM
EM220,2.45,47500,100,N,L,I,6,8,3.68,GAGAL,LU
AS201,2.88,34000,100,N,P,I,3,3,3.68,LULUS,TM
LG220,3.73,25200,100,N,P,I,5,6,3.68,LULUS,ANC
HS224,3.36,21400,100,N,P,I,5,4,3.68,LULUS,TM
BM229,3.59,31500,100,N,P,I,5,3,3.68,LULUS,TM
BM229,3.28,47100,100,N,P,I,3,4,3.68,LULUS,TM
BM223,3.21,90107,922,N,P,I,7,2,3.68,LULUS,TM
BM230,3.31,21300,100,N,P,I,7,7,3.68,LULUS,TM
AC220,2.91,17200,100,N,P,I,9,4,3.68,LULUS,TM
ED227,3.91,28400,100,N,P,I,5,3,3.68,LULUS,ANC
AC220,2.87,68000,100,N,P,I,5,7,3.68,LULUS,TM
EH220,2.12,73000,100,N,P,I,5,3,3.68,GAGAL,LU
AC220,3,85200,100,N,L,I,5,5,3.68,LULUS,TM
BM222,3.01,42000,100,N,L,I,6,4,3.68,LULUS,TM
BM229,3.56,31100,700,N,P,I,2,0,3.68,LULUS,TM
BM220,3.5,81900,100,N,P,I,6,5,3.68,LULUS,TM
BM222,3.49,40150,100,N,P,I,4,5,3.68,LULUS,TM
ED227,3.6,9300,100,N,P,I,2,1,3.68,LULUS,TS
HM221,3.14,83700,100,N,P,I,7,2,3.68,LULUS,TM
MBBS220,0,56100,100,N,P,I,8,7,3.68,LULUS,TM
ED227,3.47,43500,100,N,P,I,5,6,3.68,LULUS,TM
PH210,2.89,78300,100,N,L,I,5,3,3.69,LULUS,TM
EE221,3.59,42000,100,N,P,I,5,6,3.69,LULUS,TS
EH223,3.36,53100,100,N,L,I,2,7,3.69,LULUS,TS
EM220,3.43,43300,100,N,L,I,4,6,3.69,LULUS,TS
EH222,3.44,16800,100,N,P,I,9,7,3.69,LULUS,TS
AC220,3.54,81120,100,N,P,I,3,3,3.69,LULUS,TM
AS202,3.23,18500,100,N,P,I,4,1,3.69,LULUS,TS
EM220,3.06,16800,100,N,L,I,6,5,3.69,LULUS,TM
BM229,3.16,33320,100,N,L,I,6,3,3.69,LULUS,TM
PH210,3.04,9310,100,N,P,I,7,1,3.69,LULUS,TM
EE221,3.12,8800,100,N,L,I,5,4,3.69,LULUS,TM
CS229,3.32,6700,100,N,P,I,4,2,3.69,LULUS,TM
EH220,3.02,17200,100,N,L,I,7,2,3.69,LULUS,TS
EH220,2.87,17030,100,N,L,I,9,4,3.69,LULUS,TM
AC220,3.19,81200,100,N,P,I,7,3,3.69,LULUS,TM
AC220,3.33,93050,100,R,P,I,4,4,3.69,LULUS,TM
EM220,3.4,68100,100,N,L,I,4,5,3.69,LULUS,TS
AC220,2.79,31350,100,N,L,I,9,6,3.69,LULUS,TM
AC220,2.74,27200,100,N,L,I,4,3,3.69,LULUS,TM
EM220,3.23,26900,100,N,L,I,6,6,3.69,LULUS,TS
BM229,3.19,68100,100,N,L,I,3,3,3.69,LULUS,TM
HS224,3.03,23400,100,N,P,I,9,2,3.69,LULUS,TM
AC220,2.78,73400,100,N,L,I,3,2,3.69,LULUS,TM
HS222,3.48,20400,100,N,P,I,7,5,3.69,LULUS,TS
AC220,3.26,70450,100,N,P,I,4,3,3.69,LULUS,TM
EE221,3.4,36000,100,N,P,I,6,6,3.69,LULUS,TS
HS221,3.38,21200,100,N,P,I,5,2,3.69,LULUS,TS
EH221,3.27,9000,100,N,P,I,8,4,3.69,LULUS,TS
EH223,2.85,21210,100,N,L,I,6,3,3.69,LULUS,TM
EH223,2.51,16100,100,N,L,I,4,1,3.69,GAGAL,LU
EM220,3.47,47600,100,N,P,I,8,7,3.69,LULUS,TS
BM222,3.26,2600,100,N,L,I,7,5,3.69,LULUS,TM
AS203,2.78,81300,100,N,P,I,6,3,3.69,LULUS,TM
EH223,2.89,16800,100,N,L,I,5,2,3.69,LULUS,TM
BM223,3.58,40400,100,N,P,I,6,3,3.69,LULUS,ANC
EH223,3.22,16300,100,N,L,I,5,2,3.69,LULUS,TM
AC220,3.42,83100,100,N,P,I,4,3,3.69,LULUS,TM
EE221,3.36,70400,100,N,L,I,0,4,3.69,LULUS,TS
HS223,3.79,36400,100,N,P,I,4,3,3.69,LULUS,TS
AC220,3.47,27000,100,N,P,I,5,4,3.69,LULUS,TM
HS221,3.24,68100,700,N,P,I,8,4,3.69,LULUS,TS
BM229,3.5,41250,100,N,P,I,6,5,3.69,LULUS,TM
EH220,3.31,6500,801,N,L,I,6,4,3.69,LULUS,TS
EM220,2.45,86400,100,N,L,I,6,9,3.69,GAGAL,LU
BM242,,16370,100,N,L,I,7,7,3.69,GAGAL,MD
EC220,3.45,25200,100,N,P,I,6,5,3.69,LULUS,TS
HS227,3.05,81700,100,N,P,I,6,2,3.7,LULUS,TS
BM220,2.84,48000,100,N,L,I,6,5,3.7,LULUS,TM
AC220,2.88,81200,100,N,P,I,2,1,3.7,LULUS,TM
AS203,3.37,8000,100,N,P,I,5,7,3.7,LULUS,TS
BM222,3.21,96000,1004,N,P,K,5,3,3.7,LULUS,TM
AS231,2.75,6300,100,N,P,I,3,3,3.7,LULUS,TM
AS225,3.3,46150,100,N,P,I,5,3,3.7,LULUS,TS
AS203,3.3,25200,100,N,P,I,4,1,3.7,LULUS,TS
AC220,3.21,68100,100,N,P,I,3,7,3.7,LULUS,TM
HM220,3.65,13200,100,N,P,I,2,2,3.7,LULUS,TS
EE250,2.98,40100,100,N,L,I,2,9,3.7,LULUS,TS
EE240,3.19,68100,100,N,P,I,6,5,3.7,LULUS,TS
BM223,2.77,16800,100,N,P,I,6,2,3.7,LULUS,TM
BM221,2.84,16210,100,N,P,I,8,2,3.7,LULUS,TM
AS232,2.77,45300,100,N,P,I,3,2,3.7,LULUS,TM
BM222,3.38,9310,100,N,P,I,5,5,3.7,LULUS,TM
IM224,3.34,28700,100,N,P,I,3,2,3.7,LULUS,TS
AS201,0,20050,100,N,L,I,5,6,3.7,GAGAL,MD
EC220,2.97,28000,100,N,L,I,2,3,3.7,LULUS,TM
CS228,0,93300,1004,N,L,K,6,8,3.7,GAGAL,GT
AC220,2.8,68000,100,N,L,I,2,5,3.7,LULUS,TM
AS201,3.27,72200,100,N,P,I,6,2,3.7,LULUS,TM
EH222,2.76,85100,100,N,L,I,2,2,3.7,LULUS,TM
HS223,3.24,17600,100,N,P,I,9,2,3.7,LULUS,TS
AT220,3.55,34600,100,N,P,I,5,3,3.7,LULUS,TS
AS226,3.39,72120,100,N,P,I,4,2,3.7,LULUS,TM
AS224,2.2,21400,100,N,L,I,4,3,3.7,GAGAL,LU
AC220,3.09,86810,100,N,P,I,4,3,3.7,LULUS,TM
AS233,3.19,32600,100,N,L,I,3,2,3.7,LULUS,TM
HS224,3.37,33700,100,N,P,I,6,2,3.7,LULUS,TM
AC220,3.19,72100,100,N,P,I,4,4,3.7,LULUS,TM
BM222,3.32,22200,100,N,P,I,8,4,3.7,LULUS,TM
HS222,3.39,41200,100,N,P,I,3,4,3.7,LULUS,TM
IM220,3.49,26300,100,N,P,I,5,3,3.7,LULUS,TS
EE250,2.11,40400,100,N,L,I,4,7,3.7,GAGAL,MD
AC220,3.26,52200,100,N,P,I,4,4,3.7,LULUS,TM
EH220,2.34,68100,100,N,L,I,5,6,3.7,GAGAL,D4
AS203,3.16,15000,100,N,P,I,8,3,3.7,LULUS,TM
PH210,3.76,21000,100,N,P,I,6,3,3.7,LULUS,ANC
AS202,3.16,16100,100,N,L,I,4,2,3.7,LULUS,TM
EC220,3.16,43200,100,N,P,I,3,4,3.7,LULUS,TM
HS226,3.39,11920,100,N,P,I,5,2,3.7,LULUS,TM
AS225,3.06,45100,100,N,P,I,5,3,3.7,LULUS,TM
IM227,3.28,31700,100,N,P,I,3,7,3.7,LULUS,TS
BM222,3.21,36100,100,N,P,I,2,2,3.7,LULUS,TM
BM221,2.96,70450,100,N,P,I,2,2,3.7,LULUS,TM
BM230,3.78,11400,100,N,P,I,5,5,3.7,LULUS,ANC
IM225,1.82,52000,100,N,L,I,5,7,3.7,GAGAL,P1
EE230,1.49,7000,100,N,L,I,3,5,3.7,GAGAL,D1
EH221,2.88,23000,100,N,P,I,8,6,3.7,LULUS,TM
EM221,3.12,21300,100,N,L,I,6,4,3.7,LULUS,TM
EE221,3.54,81110,100,N,L,I,5,3,3.7,LULUS,TS
AS231,3.01,16210,100,N,P,I,6,4,3.7,LULUS,TM
EH221,1.47,21800,100,N,P,I,8,3,3.7,GAGAL,D1
EH220,3.04,35600,100,N,P,I,3,4,3.7,LULUS,TM
AT220,2.86,42700,100,N,L,I,6,7,3.7,LULUS,TM
AP224,2.94,18500,100,N,L,I,5,1,3.7,LULUS,TM
BM222,3,43000,100,N,P,I,4,6,3.7,LULUS,TM
AS201,3.24,16800,100,N,P,I,4,7,3.7,LULUS,TM
MC223,3.67,71760,100,N,P,I,1,5,3.7,LULUS,TS
BM232,3.55,43700,100,N,P,I,4,5,3.7,LULUS,TS
CS221,3.54,6700,100,N,P,I,5,2,3.7,LULUS,TM
AS232,3.43,21060,100,N,P,I,8,2,3.7,LULUS,TM
EE250,1.48,53100,100,N,L,I,4,3,3.7,GAGAL,D1
AS224,3.63,40460,100,N,P,I,4,7,3.7,LULUS,TM
AS203,3.78,75150,100,N,P,I,3,7,3.7,LULUS,TS
EH222,2.75,21000,100,N,P,I,9,7,3.7,LULUS,TM
EE221,3.14,54200,100,N,P,I,8,4,3.7,LULUS,TM
EE250,2.86,15200,100,N,L,I,6,7,3.7,LULUS,TM
BM226,3.52,44000,100,N,P,I,8,6,3.7,LULUS,TM
CS228,3.25,83000,100,N,P,I,4,4,3.7,LULUS,TM
CS231,3.42,5350,100,N,P,I,5,6,3.7,LULUS,TM
AM228,3.12,21200,100,N,P,I,8,6,3.7,LULUS,TM
BM230,3.07,59200,100,N,P,I,2,2,3.7,LULUS,TM
HM220,2.59,17000,100,N,L,I,6,4,3.7,GAGAL,LU
ED220,3.6,81200,100,N,P,I,4,6,3.7,LULUS,TS
AC220,2.85,18400,100,N,L,I,6,2,3.7,LULUS,TM
HM222,3.23,16800,100,N,P,I,6,6,3.7,LULUS,TS
BM230,2.94,20050,100,N,L,I,8,2,3.7,LULUS,TM
BM222,3.28,23000,100,N,P,I,2,2,3.7,LULUS,TM
EH221,2.96,54200,100,N,P,I,1,5,3.7,LULUS,TM
EH222,2.97,43000,100,N,L,I,6,7,3.7,LULUS,TM
EM221,3.19,9700,100,N,L,I,5,3,3.7,LULUS,TM
CS228,3.69,34600,100,N,P,I,7,1,3.7,LULUS,TM
CS227,0,87021,904,N,L,I,6,3,3.7,GAGAL,MD
AS203,3.58,16150,100,N,P,I,9,2,3.7,LULUS,TS
CS233,3.35,72000,100,N,P,I,7,3,3.7,LULUS,TS
AS201,3.42,21820,100,N,P,I,3,3,3.7,GAGAL,MD
BM230,3.51,75460,100,N,P,I,7,7,3.7,LULUS,TM
EH222,3.07,11700,100,N,P,I,4,5,3.7,LULUS,TS
AS201,3,75460,100,N,P,I,3,3,3.7,LULUS,TM
AS201,3.06,7000,100,N,L,I,2,4,3.7,LULUS,TM
BM220,3.31,68100,100,N,P,I,7,6,3.7,LULUS,TM
MC223,3.39,46300,100,N,P,I,2,3,3.7,LULUS,TS
EH221,3.12,40100,100,N,L,I,2,4,3.7,LULUS,TM
AS251,0,17040,100,N,P,I,3,7,3.7,GAGAL,MD
AP236,3.17,31400,100,N,P,I,2,4,3.7,LULUS,TM
AC220,3.52,11900,100,N,L,I,5,2,3.71,LULUS,TM
AP221,3.03,26620,100,N,P,I,6,3,3.71,LULUS,TM
HS221,3.39,47100,100,N,P,I,7,8,3.71,LULUS,TS
BM222,2.6,21700,100,N,L,I,5,4,3.71,LULUS,TM
BM229,3.59,76400,100,N,P,I,7,3,3.71,LULUS,TM
BM223,3.32,43650,100,N,P,I,5,9,3.71,LULUS,TM
BM231,3.22,45600,100,N,P,I,6,2,3.71,LULUS,TM
HS221,3.28,6800,100,N,P,I,3,2,3.71,LULUS,TS
BM222,3.67,11700,100,N,P,I,3,3,3.71,LULUS,ANC
EE221,3.25,15100,100,N,L,I,4,3,3.71,LULUS,TS
AS202,3.24,26900,100,N,P,I,3,3,3.71,LULUS,TM
EM221,3.53,42000,100,N,L,I,3,2,3.71,LULUS,TS
CS221,2.96,34500,100,N,P,I,3,2,3.71,LULUS,TM
AC220,3.17,53100,100,N,P,I,6,2,3.71,LULUS,TM
AP224,3.27,1000,100,N,P,I,5,4,3.71,LULUS,TM
BM229,3.85,31000,100,N,P,I,8,6,3.71,LULUS,ANC
AC220,2.66,52200,100,N,P,I,7,7,3.71,LULUS,TM
HS224,3.18,81300,100,N,P,I,7,8,3.71,LULUS,TM
EC220,3.13,34600,100,N,P,I,3,2,3.71,LULUS,TM
AC220,2.83,40300,100,N,P,I,6,4,3.71,LULUS,TM
EM221,3.5,68000,100,N,L,I,5,5,3.71,LULUS,TS
EH220,3.27,13700,100,N,P,I,7,9,3.71,LULUS,TS
AC220,2.75,35350,100,N,L,I,6,4,3.71,LULUS,TM
AC220,3.27,85000,100,N,P,I,6,3,3.71,LULUS,TM
HS220,3.32,21400,100,N,P,I,6,6,3.71,LULUS,TS
HS221,3.69,68000,101,N,L,I,4,4,3.71,LULUS,TS
CS221,3.52,40300,100,N,L,I,5,7,3.71,LULUS,TM
HS224,3.12,47100,100,N,P,I,4,9,3.71,LULUS,TM
BM223,3.26,5150,100,N,P,I,4,2,3.71,LULUS,TM
BM229,3.31,97000,100,N,P,I,5,5,3.71,LULUS,TM
EM220,3.16,32020,100,N,L,I,2,1,3.71,LULUS,TM
EM220,3.56,6600,100,N,P,I,5,7,3.71,LULUS,TS
EM220,3.76,42700,100,N,P,I,6,4,3.71,LULUS,ANC
AP224,3.27,20050,100,N,P,I,7,5,3.71,LULUS,TM
CS229,3.64,68100,100,N,P,I,6,6,3.71,LULUS,TM
CS229,3.74,48000,100,N,P,I,3,4,3.71,LULUS,TM
EM220,3.13,18500,100,N,L,I,9,3,3.71,LULUS,TM
AP225,2.88,26400,100,N,L,I,5,1,3.71,LULUS,TM
CS222,0,81100,100,N,P,I,4,4,3.71,GAGAL,MD
AS225,3.53,78000,100,N,P,I,6,4,3.71,LULUS,TM
AS201,3.29,84710,100,N,P,I,3,4,3.71,LULUS,TM
BM229,3.47,13700,100,N,P,I,5,7,3.71,LULUS,TM
BM249,3.2,31350,100,N,P,I,3,6,3.71,GAGAL,MD
AC220,3.36,16400,100,N,P,I,7,8,3.71,LULUS,TM
CS229,3.46,17000,100,N,P,I,9,1,3.71,LULUS,TM
AC220,3.21,16200,100,N,P,I,3,4,3.71,LULUS,TM
AC220,3.06,17500,100,N,P,I,2,1,3.71,LULUS,TM
EM220,3.64,18300,100,N,L,I,4,1,3.71,LULUS,AD
EM220,3.31,22110,100,N,L,I,6,1,3.71,LULUS,TM
AS233,3.73,78000,100,N,P,I,5,2,3.71,LULUS,ANC
BM222,3.55,5200,100,N,P,I,5,6,3.71,LULUS,TM
BM226,3.29,47000,100,N,P,I,5,6,3.71,LULUS,TM
BM229,3.33,81600,100,N,P,I,4,2,3.71,LULUS,TM
BM229,3.12,84000,100,N,P,I,6,3,3.71,LULUS,TM
PH210,3.09,34140,100,N,P,I,5,2,3.71,LULUS,TM
EH220,3.41,82100,100,N,P,I,9,2,3.71,LULUS,TS
AC220,3.4,25150,100,N,P,I,7,3,3.72,LULUS,TM
AC220,2.88,22000,100,N,P,I,3,2,3.72,LULUS,TM
BM226,3.26,48050,100,N,P,I,6,2,3.72,LULUS,TM
CS222,3,81900,100,N,L,I,4,3,3.72,LULUS,TM
AS202,3.49,78000,100,N,P,I,4,2,3.72,LULUS,TM
AS201,2.73,26700,100,N,P,I,8,6,3.72,GAGAL,LU
AC220,2.98,71150,100,N,P,I,3,5,3.72,LULUS,TM
AS203,3.27,16800,100,N,P,I,3,2,3.72,LULUS,TS
BM240,0,86300,100,N,P,I,2,2,3.72,GAGAL,MD
HS221,3.06,16450,100,N,P,I,6,2,3.72,LULUS,TS
BM222,3.03,9600,100,N,P,I,7,2,3.72,LULUS,TM
AC220,3.02,68100,100,N,P,I,7,3,3.72,LULUS,TM
AC220,2.99,28100,100,N,L,I,6,3,3.72,LULUS,TM
BM229,3.41,17500,100,N,P,I,5,2,3.72,LULUS,TM
HS221,3.63,68100,100,N,P,I,4,3,3.72,LULUS,TS
HS226,3.17,68100,100,N,P,I,5,4,3.72,LULUS,TM
CS229,3.36,32040,100,N,P,I,2,3,3.72,LULUS,TM
AS226,2.9,34950,100,N,P,I,2,2,3.72,LULUS,TM
CS222,3.07,68100,100,N,L,I,2,5,3.72,LULUS,TM
EH220,3.06,26050,100,N,L,I,3,2,3.72,LULUS,TM
BM222,3.33,26900,100,N,P,I,1,3,3.72,LULUS,TM
BM229,3.41,14200,100,N,P,I,4,3,3.72,LULUS,TM
BM222,2.65,43800,100,N,L,I,2,7,3.72,LULUS,TM
BM229,3.53,16450,100,N,P,I,7,5,3.72,LULUS,TM
AS233,3.33,80150,100,N,P,I,6,2,3.72,LULUS,TM
EM220,3.09,81100,100,N,L,I,7,4,3.72,LULUS,TM
AP227,3.56,16080,100,N,P,I,5,5,3.72,LULUS,TM
EH220,2.32,17500,100,N,L,I,5,3,3.72,GAGAL,LU
EH220,3.02,31150,100,N,L,I,3,3,3.72,LULUS,TM
BM226,3.11,43900,100,N,P,I,3,6,3.72,LULUS,TM
AP224,3.34,68100,100,N,P,I,3,8,3.72,LULUS,TM
AS202,3.09,8000,100,N,P,I,3,3,3.72,LULUS,TM
AS201,3.07,26700,100,N,P,I,7,3,3.72,LULUS,TM
BM222,3.35,16370,100,N,P,I,6,6,3.72,LULUS,TM
EM220,2.99,32600,100,N,L,I,3,1,3.72,LULUS,TM
AC220,3.27,89507,803,N,P,K,4,3,3.72,LULUS,TM
BM230,3.33,43000,100,N,P,I,3,7,3.72,LULUS,TM
EH223,3.36,47500,100,N,L,I,4,5,3.72,LULUS,TM
AC220,3.05,46400,100,N,P,I,8,3,3.72,LULUS,TM
HS224,3.05,86400,100,N,P,I,4,2,3.72,LULUS,TM
HS224,3.12,84050,100,N,L,I,6,2,3.72,LULUS,TM
PH210,3.25,16400,100,N,P,I,1,1,3.72,LULUS,TM
BM222,3.32,83000,100,N,P,I,7,2,3.72,LULUS,TM
BM229,3.47,47810,100,N,P,I,7,3,3.72,LULUS,TM
EH220,3.17,21100,100,N,P,I,3,3,3.72,LULUS,TM
AS226,3.27,13200,100,N,P,I,8,3,3.72,LULUS,TM
BM222,3.4,16700,100,N,P,I,5,4,3.72,LULUS,TM
AS202,3.22,36000,100,N,P,I,2,3,3.72,LULUS,TM
BM230,3.54,72000,100,N,P,I,6,3,3.72,LULUS,TM
AS233,2.34,72120,100,N,P,I,6,4,3.72,GAGAL,LU
BM220,2.72,96000,1004,N,L,L,3,1,3.72,LULUS,TM
LG240,0.32,40100,100,N,P,I,9,5,3.72,GAGAL,D1
BM240,0,53000,100,N,L,I,2,2,3.72,GAGAL,MD
AC220,3.27,82200,100,N,P,I,4,5,3.72,LULUS,TM
AS201,3.18,83400,100,N,P,I,9,2,3.72,LULUS,TM
AC220,3.23,78300,100,N,P,I,6,6,3.73,LULUS,TM
AC220,3.38,68000,100,N,P,I,2,6,3.73,LULUS,TM
AC220,3.45,48300,100,N,P,I,9,2,3.73,LULUS,TM
AC220,3.07,86400,100,N,L,I,6,1,3.73,LULUS,TM
HS224,3.02,20000,100,N,P,I,7,2,3.73,LULUS,TM
HS224,3.21,42700,100,N,P,I,9,3,3.73,LULUS,TS
HS224,2.9,58200,100,N,P,I,9,5,3.73,LULUS,TM
BM222,3.14,41250,100,N,L,I,2,4,3.73,LULUS,TM
AC220,3.46,28050,100,N,P,I,4,3,3.73,LULUS,TM
BM232,3.56,36800,100,N,P,I,7,8,3.73,LULUS,TS
ED227,3.36,17200,100,N,P,I,5,2,3.73,LULUS,TM
HS221,3.49,16200,100,N,P,I,6,1,3.73,LULUS,TS
AC220,2.93,86200,100,N,P,I,3,3,3.73,LULUS,TM
PH210,3.54,84900,100,N,L,I,4,5,3.73,LULUS,TS
PH210,3.02,18500,100,N,P,I,7,4,3.73,LULUS,TM
AC220,3.18,6150,100,N,P,I,5,2,3.73,LULUS,TM
AC220,3.29,68100,100,N,P,I,5,8,3.73,LULUS,TM
PH210,2.87,7000,100,N,P,I,4,5,3.73,LULUS,TM
PH210,3.01,31500,100,N,P,I,9,6,3.73,LULUS,TM
PH210,3.12,68100,100,N,P,I,7,4,3.73,LULUS,TM
AC220,3.19,17600,100,R,P,I,9,1,3.73,LULUS,TM
HS221,3.17,42000,100,N,P,I,5,5,3.73,LULUS,TS
EH220,2.63,22120,100,N,P,I,3,2,3.73,LULUS,TM
CS222,3.27,17000,100,N,P,I,4,2,3.73,LULUS,TM
AS201,3.12,40150,100,N,P,I,5,4,3.73,LULUS,TM
AS233,3.41,16370,100,N,L,I,7,6,3.73,LULUS,TM
CS222,3.07,9800,100,N,P,I,2,3,3.73,LULUS,TM
BM222,3.26,83500,100,N,L,I,2,2,3.73,LULUS,TM
HS221,3.43,9300,100,N,P,I,6,2,3.73,LULUS,TS
AS202,3.19,28000,100,N,P,I,2,8,3.73,LULUS,TM
AS233,3.06,36400,100,N,P,I,5,3,3.73,LULUS,TM
HS221,3.09,18500,100,N,P,I,7,3,3.73,LULUS,TS
CS222,3.5,42200,100,N,L,I,5,4,3.73,LULUS,TM
BM229,3.62,86000,100,N,P,I,1,2,3.73,LULUS,TM
AS202,3.36,16450,100,N,P,I,6,3,3.73,LULUS,TS
AS233,3.38,8000,100,N,P,I,8,2,3.73,LULUS,TM
AC220,3.48,6500,100,N,P,I,6,6,3.73,LULUS,TM
HS226,3.4,25150,100,N,P,I,5,5,3.73,LULUS,TS
PH210,3.13,21400,100,N,P,I,7,4,3.73,LULUS,TM
HS224,3.01,72129,100,N,P,I,6,3,3.73,LULUS,TM
AC220,3.04,8200,100,N,P,I,5,2,3.73,LULUS,TM
PH210,3.15,86000,100,N,L,I,6,0,3.73,LULUS,TM
PH210,3,68000,100,N,P,I,6,8,3.73,LULUS,TM
BM222,2.88,81900,100,N,L,I,5,2,3.73,LULUS,TM
BM222,3.77,80300,100,N,P,I,5,4,3.73,LULUS,ANC
HS224,2.7,81700,100,N,P,I,7,5,3.73,GAGAL,LU
BM222,3.27,11400,100,N,P,I,3,3,3.73,LULUS,TM
EH220,3.11,31400,100,N,P,I,8,5,3.73,LULUS,TM
BM222,3.6,53100,100,N,P,I,9,2,3.73,LULUS,TM
PH210,2.85,9400,100,N,P,I,4,2,3.73,LULUS,TM
BM229,3.17,47000,100,N,P,I,5,8,3.73,LULUS,TM
EM220,3.11,91000,100,N,P,I,8,7,3.73,LULUS,TM
EM220,3.47,8600,100,N,P,I,5,3,3.73,LULUS,TS
AS233,2.98,1000,100,N,P,I,2,3,3.73,LULUS,TM
AS202,0,40200,100,N,P,I,2,5,3.73,GAGAL,MD
AC220,3.27,43700,100,N,P,I,4,2,3.74,LULUS,TM
AC220,3.12,14000,100,N,L,I,5,3,3.74,LULUS,TM
ED229,3.06,70400,100,N,L,I,7,2,3.74,LULUS,TM
BM229,3.45,83200,100,N,P,I,8,4,3.74,LULUS,TM
BM229,2.96,43650,100,N,P,I,8,9,3.74,LULUS,TM
BM223,2.92,34900,100,N,P,I,9,3,3.74,LULUS,TM
BM222,3.84,40000,100,N,P,I,4,8,3.74,LULUS,ANC
AS233,3.19,47180,100,N,P,I,4,4,3.74,LULUS,TM
CS229,2.2,48300,100,N,P,I,9,4,3.74,GAGAL,LU
BM222,3.33,42600,100,N,P,I,5,2,3.74,LULUS,TM
EH220,3.2,24000,100,N,P,I,3,1,3.74,LULUS,TS
HS222,3.29,17000,100,N,P,I,9,2,3.74,LULUS,TM
PH210,0,21400,100,N,P,I,6,2,3.74,GAGAL,MD
PH210,3.29,16400,100,N,P,I,9,5,3.74,LULUS,TM
BM223,3.25,54200,100,N,P,I,4,6,3.74,LULUS,TM
BM229,3.6,40470,100,N,P,I,7,3,3.74,LULUS,TM
BM222,3.28,43000,100,N,P,I,3,4,3.74,LULUS,TM
ED227,3.27,21200,100,N,P,I,5,2,3.74,LULUS,TM
EH220,3,16800,100,N,P,I,1,2,3.74,LULUS,TM
EH220,2.94,34350,100,N,P,I,5,1,3.74,LULUS,TM
IM227,3.56,87000,805,N,P,B,2,2,3.74,LULUS,TS
CS221,3.78,83300,100,N,P,I,8,3,3.74,LULUS,ANC
BM220,3.33,17070,100,N,P,I,9,4,3.74,LULUS,TM
EE242,1.79,43650,100,N,L,I,6,8,3.74,GAGAL,D2
EH220,3.05,23000,100,N,L,I,7,3,3.74,LULUS,TM
MBBS220,0,,100,N,L,I,5,4,3.74,LULUS,TM
BM223,2.96,16800,100,N,P,I,4,2,3.74,LULUS,TM
EH220,3.08,81900,100,N,P,I,5,3,3.74,LULUS,TM
BM223,3.15,81900,100,N,P,I,2,3,3.74,LULUS,TM
AS233,2.92,16150,100,N,P,I,3,1,3.74,LULUS,TM
CS229,3.37,81000,100,N,P,I,3,3,3.74,LULUS,TM
CS221,3.62,15200,100,N,P,I,4,1,3.74,LULUS,TM
BM229,3.28,82200,100,N,P,I,8,3,3.74,LULUS,TM
AC220,3.2,22000,100,N,P,I,9,2,3.74,LULUS,TM
BM229,3.19,17700,100,N,L,I,3,3,3.74,LULUS,TM
AS233,3.22,32040,100,N,P,I,5,4,3.74,LULUS,TM
AC220,3.21,46150,100,N,P,I,3,2,3.75,LULUS,TM
PH210,3.24,83100,100,N,P,I,2,1,3.75,LULUS,TM
PH210,3.08,14310,100,N,P,I,4,1,3.75,LULUS,TM
AS233,3.33,21300,100,N,P,I,5,4,3.75,LULUS,TM
HS227,3.24,36400,100,N,P,I,7,8,3.75,LULUS,TS
BM222,3.16,43000,100,N,L,I,5,3,3.75,LULUS,TM
LW224,1.81,40000,100,N,L,I,4,8,3.75,GAGAL,D4
BM222,3.31,68000,100,N,P,I,3,5,3.75,LULUS,TM
BM222,3.55,32300,100,N,P,I,8,2,3.75,LULUS,TM
