PROGRAM,CGPA_AKHIR,POSKOD,BANGSA,CACAT,JANTINA,AGAMA,TANGGUNGAN,GAJI,CGPA_MASUK,STATUS_GRAD,HEA_STATUS
ED229,3.47,83020,100,N,P,I,2,2,2.93,LULUS,TM
HM220,3.1,21800,100,N,P,I,4,1,2.93,LULUS,TM
AM228,3.41,51100,100,N,L,I,3,4,2.93,LULUS,TS
EE230,3.04,16150,100,N,L,I,9,6,2.93,LULUS,TM
AP225,2.68,21300,100,N,L,I,6,3,2.93,LULUS,TM
AS228,3.27,81300,100,N,P,I,4,4,2.93,LULUS,TM
EE230,1.95,48000,100,N,L,I,4,5,2.93,GAGAL,D4
EE230,2.9,47410,100,N,P,I,5,3,2.93,LULUS,TS
BM222,3.16,78300,100,N,P,I,5,5,2.93,LULUS,TM
AS229,3.14,17000,100,N,P,I,5,3,2.93,LULUS,TM
AS230,3.08,42700,100,N,P,I,3,1,2.93,LULUS,TM
AP236,3.04,17600,100,N,L,I,3,3,2.93,LULUS,TM
CS248,2,68000,100,N,P,I,5,3,2.93,GAGAL,LU
CS230,2.68,16250,100,N,L,I,2,2,2.93,LULUS,TM
BM232,3.24,26900,100,N,P,I,3,3,2.93,LULUS,TS
BM220,0,47301,100,N,P,I,3,7,2.93,GAGAL,MD
CS221,3.42,20400,100,N,P,I,7,8,2.93,LULUS,TM
EM220,2.96,17020,100,N,L,I,3,5,2.93,LULUS,TS
AS223,3.08,41200,100,N,P,I,4,3,2.93,LULUS,TM
AS234,2.89,55100,100,N,P,I,1,2,2.93,LULUS,TM
AP229,2.74,17000,100,N,P,I,5,1,2.93,LULUS,TM
BM232,2.94,11060,100,N,L,I,4,4,2.93,LULUS,TS
BM226,3.5,47180,100,N,P,I,6,4,2.93,LULUS,TM
BM226,3.14,6250,100,N,P,I,3,2,2.93,LULUS,TM
EM220,2.83,47600,100,N,L,I,7,9,2.93,LULUS,TM
AP230,0.49,13300,100,N,P,I,4,2,2.93,GAGAL,D1
CS245,2.5,78000,100,N,L,I,7,2,2.93,GAGAL,MD
EE210,1.35,81560,100,N,L,I,7,4,2.94,GAGAL,D1
AM228,3.14,14300,100,N,P,I,3,2,2.94,LULUS,TM
BM220,2.6,6650,100,N,L,I,4,3,2.94,LULUS,TM
AS227,3.47,81200,100,N,P,I,4,3,2.94,LULUS,TM
CS228,3.04,21200,100,N,P,I,9,2,2.94,LULUS,TM
AP225,3.52,21030,100,N,P,I,7,2,2.94,LULUS,TS
IM224,2.93,8000,100,N,P,I,2,2,2.94,LULUS,TS
HM221,3.3,68100,100,N,P,I,7,4,2.94,LULUS,TM
BM226,3.24,43650,100,N,P,I,3,8,2.94,LULUS,TM
BM226,3.51,18500,100,N,P,I,5,5,2.94,LULUS,TM
AP229,3.14,48000,100,N,L,I,5,3,2.94,LULUS,TM
CS220,3.21,14320,100,N,P,I,2,1,2.94,LULUS,TM
CS247,1.83,28000,100,N,L,I,5,5,2.94,GAGAL,MD
BM243,0,70400,100,N,P,I,4,3,2.94,GAGAL,GT
CS221,3.64,86400,100,N,P,I,1,2,2.94,LULUS,TM
EM220,1.86,98000,1006,N,L,K,4,4,2.94,GAGAL,D4
CS221,3.14,6000,100,N,P,I,3,3,2.94,LULUS,TM
EH222,2.9,6150,100,N,L,I,4,7,2.94,LULUS,TM
BM221,2.98,6000,100,N,P,I,6,2,2.94,LULUS,TM
BM230,2.93,42000,100,N,P,I,6,2,2.94,LULUS,TM
CS233,2.87,81900,100,N,L,I,3,3,2.94,LULUS,TM
AT220,3.32,36600,100,N,P,I,1,5,2.94,LULUS,TM
AS230,3.45,26100,100,N,P,I,4,3,2.94,LULUS,TM
HM221,3.37,71300,100,N,P,I,9,6,2.94,LULUS,TM
OM222,3.04,36400,100,N,P,I,9,2,2.94,LULUS,TS
AS227,3.46,86000,100,N,P,I,4,5,2.94,LULUS,TM
HM225,3.2,75460,100,N,P,I,7,8,2.94,LULUS,TM
AP228,3.1,86200,100,N,P,I,4,4,2.94,LULUS,TM
BM222,2.72,16200,100,N,P,I,8,2,2.94,LULUS,TM
BM223,2.93,73470,100,N,P,I,4,3,2.94,LULUS,TM
BM220,3.46,40460,100,N,P,I,3,2,2.94,LULUS,TM
EE250,1.44,15350,100,N,L,I,3,4,2.94,GAGAL,D1
CS220,3.01,16800,100,N,P,I,8,5,2.94,LULUS,TM
IM226,3.38,22000,100,N,P,I,8,3,2.94,LULUS,TS
CS225,3.21,70450,100,N,P,I,8,5,2.94,LULUS,TM
CS246,1.78,27200,100,N,P,I,2,5,2.94,GAGAL,D1
CS221,3.26,16450,100,N,P,I,4,3,2.94,LULUS,TM
EM221,3.35,17500,100,N,P,I,8,3,2.94,LULUS,TS
EH222,2.93,96000,1004,N,P,K,3,2,2.94,LULUS,TM
BM226,3.26,48050,100,N,P,I,7,5,2.94,LULUS,TM
CS227,3.08,75200,100,N,P,I,6,4,2.94,LULUS,TM
AM228,3.82,54200,100,N,P,I,5,5,2.94,LULUS,ANC
BM220,3.06,46150,100,N,P,I,2,6,2.94,LULUS,TM
OM221,3.02,16150,100,N,P,I,2,1,2.94,LULUS,TS
HM225,2.95,31350,100,N,L,I,9,8,2.94,LULUS,TM
BM221,2.97,43000,100,N,P,I,5,7,2.94,LULUS,TM
EE241,1.85,71450,100,N,L,I,5,6,2.94,GAGAL,P1
EM220,3,9600,100,N,L,I,6,2,2.95,LULUS,TM
BM220,2.86,45300,100,N,P,I,3,0,2.95,LULUS,TM
LG221,2.5,43950,100,N,L,I,0,3,2.95,GAGAL,LU
BM229,3.19,22000,100,N,P,I,2,2,2.95,LULUS,TM
BM226,3.05,54200,100,N,P,I,6,7,2.95,LULUS,TM
CS230,3.01,22010,100,N,P,I,4,2,2.95,LULUS,TM
AP221,2.81,43000,100,N,P,I,4,5,2.95,LULUS,TM
AS223,2.98,78000,100,N,P,I,2,4,2.95,LULUS,TM
BM223,3.1,54000,100,N,P,I,5,6,2.95,LULUS,TM
BM220,3.14,84410,100,N,P,I,7,4,2.95,LULUS,TM
BM226,2.95,70450,100,N,L,I,7,5,2.95,LULUS,TM
CS228,3.31,16200,100,N,P,I,5,5,2.95,LULUS,TM
AS232,3.46,26300,100,N,P,I,5,2,2.95,LULUS,TM
BM226,3.17,16810,100,N,P,I,5,4,2.95,LULUS,TM
IM224,3.16,42500,100,N,P,I,4,3,2.95,LULUS,TS
BM234,0,81900,100,N,P,I,6,3,2.95,GAGAL,MD
AT220,3.4,89300,921,N,P,K,6,2,2.95,LULUS,TS
EM220,3.12,42200,100,N,P,I,4,3,2.95,LULUS,TM
IM220,3.1,72120,100,N,P,I,7,2,2.95,LULUS,TS
AS225,2.68,42500,100,N,L,I,7,0,2.95,LULUS,TM
BM230,3.44,8500,100,N,P,I,4,3,2.95,LULUS,TM
EH221,2.84,86800,100,N,L,I,4,2,2.95,LULUS,TM
EH222,2.96,6750,100,N,P,I,5,2,2.95,LULUS,TM
BM222,2.84,43100,100,N,P,I,2,2,2.95,LULUS,TM
BM229,2.98,40400,100,N,P,I,7,6,2.95,LULUS,TM
IM225,3.1,16800,100,N,P,I,4,1,2.95,LULUS,TS
CT224,3.57,55100,100,N,P,I,8,5,2.95,LULUS,TS
OM221,3.31,21200,100,N,P,I,5,2,2.95,LULUS,TS
AS231,3,77300,100,N,P,I,5,1,2.95,LULUS,TM
AP228,3.21,45500,100,N,P,I,4,7,2.95,LULUS,TM
EE230,1.42,41400,100,N,P,I,5,6,2.95,GAGAL,D1
AP227,3.28,21020,100,N,P,I,6,4,2.95,LULUS,TM
AS231,2.82,17060,100,N,P,I,5,2,2.95,LULUS,TM
LG220,3.13,26100,100,N,P,I,7,7,2.95,LULUS,TS
CS230,3.11,17030,100,N,P,I,5,4,2.95,LULUS,TM
BM220,2.92,48050,100,N,P,I,3,3,2.95,LULUS,TM
AS201,3.08,83000,100,N,L,I,6,6,2.95,LULUS,TM
CS227,2.97,25150,100,N,P,I,3,2,2.95,LULUS,TM
BM221,2.69,81100,100,N,L,I,5,3,2.95,LULUS,TM
CS251,2.5,11920,100,N,P,I,1,3,2.95,GAGAL,MD
HM221,3.18,50300,100,N,P,I,5,2,2.95,LULUS,TM
CS228,3.75,81800,100,N,L,I,4,4,2.95,LULUS,ANC
AT220,2.97,78300,100,N,L,I,5,3,2.95,LULUS,TM
EH222,1.92,81200,100,N,P,I,6,4,2.95,GAGAL,P1
BM226,3.27,81700,100,N,L,I,5,3,2.95,LULUS,TM
AS201,2.96,,100,N,P,I,5,3,2.95,LULUS,TM
BM220,2.94,68000,100,N,P,I,4,5,2.95,LULUS,TM
AT220,3.29,13500,100,N,L,I,8,4,2.95,LULUS,TM
BM224,3.14,70400,100,N,L,I,1,1,2.95,LULUS,TM
CS228,3.36,75450,100,N,P,I,6,7,2.95,LULUS,TM
AS227,3.47,48300,100,N,P,I,6,4,2.95,LULUS,TM
CS244,2.03,84410,100,N,P,I,4,4,2.95,GAGAL,LU
CS251,0,33000,100,N,P,I,4,2,2.95,GAGAL,MD
BM224,2.64,81900,100,N,P,I,4,3,2.95,LULUS,TM
BM229,3.05,17500,100,N,P,I,8,3,2.96,LULUS,TM
EM221,3.16,18500,100,N,L,I,9,2,2.96,LULUS,TS
CS228,3.64,16800,100,N,P,I,6,6,2.96,LULUS,TM
CS228,3.58,57000,100,N,P,I,4,8,2.96,LULUS,TM
CS231,2.64,40300,100,N,P,I,4,5,2.96,LULUS,TM
AP229,3.55,48010,100,N,P,I,2,6,2.96,LULUS,TM
AS201,2.85,46000,100,N,P,I,5,4,2.96,LULUS,TM
BM226,3.35,81100,100,N,P,I,6,4,2.96,LULUS,TM
AS232,3.07,53300,100,N,P,I,7,5,2.96,LULUS,TM
AS229,3.13,6350,100,N,P,I,4,2,2.96,LULUS,TM
EM220,3.06,15100,100,N,L,I,7,3,2.96,LULUS,TM
BM226,3.29,34900,100,N,P,I,4,2,2.96,LULUS,TM
CS220,3.05,35500,100,N,P,I,6,2,2.96,LULUS,TM
AP230,2.56,21200,100,N,P,I,8,2,2.96,GAGAL,LU
BM220,3.3,51100,100,N,P,I,3,2,2.96,LULUS,TM
BM223,3.21,43000,100,N,P,I,4,3,2.96,LULUS,TM
ED226,3.37,42700,100,N,L,I,4,5,2.96,LULUS,TM
OM221,3.56,40300,100,N,P,I,3,2,2.96,LULUS,TM
AS225,3.33,43000,100,N,P,I,5,4,2.96,LULUS,TS
BM224,2.78,22020,100,N,P,I,2,6,2.96,LULUS,TM
BM223,3.09,17000,100,N,P,I,6,1,2.96,LULUS,TM
AS234,2.73,14300,100,N,L,I,5,4,2.96,LULUS,TM
AS201,2.83,51100,100,N,P,I,6,7,2.96,GAGAL,LU
BM220,3.53,41000,100,N,P,I,8,8,2.96,LULUS,TM
AS228,2.72,36000,100,N,P,I,7,7,2.96,LULUS,TM
CS220,3.15,75460,100,N,P,I,4,5,2.96,LULUS,TM
CS221,3.44,75460,100,N,L,I,5,4,2.96,LULUS,TM
BM226,3.13,52000,100,N,P,I,7,4,2.96,LULUS,TM
IM226,3.37,13310,100,N,P,I,3,2,2.96,LULUS,TS
CS227,3.12,21000,100,N,P,I,6,6,2.96,LULUS,TM
AP230,2.87,48000,100,N,L,I,3,2,2.96,GAGAL,MD
EM221,3.16,17500,100,N,P,I,5,2,2.96,LULUS,TS
AS229,3.14,34800,100,N,P,I,3,2,2.96,LULUS,TS
EH222,2.68,43900,100,N,L,I,6,2,2.96,LULUS,TM
HS221,3.26,23000,100,N,L,I,6,7,2.96,LULUS,TS
EM220,3.25,17030,100,N,L,I,7,3,2.96,LULUS,TM
AT220,3.42,45000,100,N,P,I,5,6,2.96,LULUS,TM
HM225,3.15,28000,100,N,P,I,7,3,2.96,LULUS,TM
OM221,3.59,26800,100,N,P,I,5,3,2.96,LULUS,TS
EE210,2.82,41200,100,N,L,I,5,3,2.96,LULUS,TM
EH221,3.15,47100,100,N,P,I,1,2,2.96,LULUS,TM
BM221,2.9,21030,100,N,P,I,8,2,2.96,LULUS,TM
CS253,1.73,16100,100,N,P,I,6,8,2.96,GAGAL,D2
AS201,3.28,6000,100,N,P,I,4,4,2.97,LULUS,TM
EM220,2.88,31350,100,N,L,I,6,7,2.97,LULUS,TM
AS231,2.85,42700,100,N,P,I,3,3,2.97,LULUS,TM
AT220,3.05,77100,100,N,L,I,7,2,2.97,LULUS,TM
BM223,3.25,43000,100,N,L,I,4,2,2.97,LULUS,TM
EM221,2.23,42200,100,N,L,I,6,2,2.97,GAGAL,D4
EE230,2.76,68100,100,N,L,I,5,5,2.97,LULUS,TM
AP227,2.89,16800,100,N,P,I,6,5,2.97,LULUS,TM
EM221,2.1,44000,100,N,L,I,5,2,2.97,GAGAL,LU
BM232,3.54,81700,100,N,P,I,3,3,2.97,LULUS,TM
EE210,3.01,51200,100,N,P,I,5,3,2.97,LULUS,TM
EM221,2.85,44020,100,N,L,I,4,3,2.97,LULUS,TM
ED229,3.43,78000,100,N,P,I,6,7,2.97,LULUS,TS
AS225,3.15,86000,100,N,P,I,2,4,2.97,LULUS,TS
AM228,3.32,25150,100,N,P,I,7,5,2.97,LULUS,TS
CS220,3.26,17500,100,N,P,I,7,6,2.97,LULUS,TM
AS223,3.41,31150,100,N,P,I,5,6,2.97,LULUS,TM
AT220,3.45,6300,100,N,P,I,7,3,2.97,LULUS,TS
HS223,3.56,82010,100,N,P,I,6,5,2.97,LULUS,TS
EH222,3.13,40000,100,N,P,I,0,9,2.97,LULUS,TS
EM221,3.12,16250,100,N,L,I,4,3,2.97,LULUS,TS
EH222,3.09,13200,100,N,P,I,5,5,2.97,LULUS,TM
BM216,0.91,24000,100,N,L,I,5,8,2.97,GAGAL,D1
BM229,2.89,62200,100,N,P,I,4,4,2.97,LULUS,TM
AS225,3.03,78000,100,N,L,I,7,2,2.97,LULUS,TM
LG221,3.23,72000,100,N,L,I,3,7,2.97,LULUS,TS
AS202,3.02,16310,100,N,P,I,4,2,2.97,LULUS,TM
BM223,3.36,84000,100,N,P,I,8,2,2.97,LULUS,TM
CS220,2.96,41200,100,N,P,I,3,4,2.97,LULUS,TM
EH222,2.66,42700,100,N,L,I,9,3,2.97,LULUS,TM
HM221,2.8,28320,100,N,P,I,7,2,2.97,LULUS,TM
BM220,3.28,13100,100,N,P,I,5,8,2.97,LULUS,TM
AP220,3.04,43650,100,N,L,I,3,8,2.97,LULUS,TM
BM220,3.11,70400,100,N,P,I,5,2,2.97,LULUS,TM
AT220,2.47,36800,100,N,L,I,7,2,2.97,LULUS,TM
CS233,0.69,6050,100,N,L,I,5,3,2.97,GAGAL,D1
BM220,3.07,21600,100,N,P,I,6,2,2.97,LULUS,TM
AM228,0,16250,100,N,P,I,8,2,2.97,GAGAL,MD
CS246,1.73,17020,100,N,L,I,8,5,2.97,GAGAL,D1
CS248,1.67,89657,805,N,L,K,6,1,2.97,GAGAL,D2
AT220,3.63,84000,100,N,P,I,7,5,2.97,LULUS,TS
BM220,3.14,40460,100,N,P,I,4,4,2.97,LULUS,TM
BM250,0,47120,100,N,P,I,7,9,2.97,GAGAL,MD
BM221,3.62,43000,100,N,P,I,5,3,2.97,LULUS,TM
AT220,3.38,6350,100,N,P,I,9,1,2.97,LULUS,TM
BM226,3.16,81200,100,N,P,I,6,9,2.97,LULUS,TM
ED220,3.54,52100,100,N,P,I,4,5,2.97,LULUS,TS
AS231,2.74,17200,100,N,P,I,6,4,2.97,LULUS,TM
ED220,2.75,46150,100,N,P,I,6,3,2.97,GAGAL,D4
BM220,3.37,17700,100,N,P,I,6,3,2.97,LULUS,TM
ED220,3.07,52000,100,N,P,I,3,2,2.97,LULUS,TM
CS228,3.32,13500,100,N,P,I,1,4,2.97,LULUS,TM
BM220,3.15,43650,100,N,P,I,2,2,2.97,LULUS,TM
CS220,3.05,68100,307,N,P,I,4,3,2.97,LULUS,TM
EE250,1.58,17500,100,N,L,I,6,2,2.97,GAGAL,D1
CS223,2.73,75250,100,N,L,I,5,5,2.97,LULUS,TM
AS243,1.1,43900,100,N,P,I,5,6,2.97,GAGAL,D1
AP229,2.97,71950,100,N,L,I,9,5,2.97,LULUS,TM
AP225,3.22,53300,100,N,P,I,2,3,2.98,LULUS,TM
EM220,3.07,71700,100,N,L,I,5,4,2.98,LULUS,TM
AS228,2.8,52100,100,N,P,I,4,8,2.98,LULUS,TM
BM220,3.06,70300,100,N,P,I,7,7,2.98,LULUS,TM
BM220,2.72,41000,100,N,P,I,4,6,2.98,LULUS,TM
HM222,3.32,16810,100,N,P,I,6,1,2.98,LULUS,TM
BM222,3.31,86810,100,N,P,I,4,3,2.98,LULUS,TM
AS229,3.46,21600,100,N,P,I,5,7,2.98,LULUS,TS
AP221,3.33,27200,100,N,P,I,4,5,2.98,LULUS,TS
BM223,3.47,31350,100,N,P,I,6,5,2.98,LULUS,TM
HM221,3.01,31600,100,N,P,I,5,2,2.98,LULUS,TM
OM221,3.17,8000,100,N,P,I,5,2,2.98,LULUS,TS
OM221,3.32,54200,100,N,P,I,3,7,2.98,LULUS,TS
BM232,3.5,83600,100,N,P,I,2,1,2.98,LULUS,TS
BM221,2.68,68100,100,N,P,I,2,4,2.98,LULUS,TM
BM216,3.03,81100,100,N,P,I,5,3,2.98,LULUS,TM
CS231,2.93,22000,100,N,P,I,6,4,2.98,LULUS,TM
AT220,2.63,32040,100,N,L,I,2,6,2.98,LULUS,TM
CS228,1.79,10200,100,N,L,I,6,6,2.98,GAGAL,D4
EH221,2.69,83000,100,N,L,I,2,1,2.98,LULUS,TM
EE230,3.01,41200,100,N,P,I,6,9,2.98,LULUS,TM
BM222,3.37,81200,100,N,P,I,2,3,2.98,LULUS,TM
EH221,2.82,91017,804,N,L,K,5,4,2.98,LULUS,TM
BM220,3.21,6300,100,N,P,I,4,2,2.98,LULUS,TM
EM220,1.63,36800,100,N,L,I,8,5,2.98,GAGAL,D1
EE210,3.12,18500,100,N,P,I,8,1,2.98,LULUS,TM
EC220,1.93,17000,100,N,L,I,3,1,2.98,GAGAL,D4
EC220,2.88,16200,100,N,P,I,4,4,2.98,LULUS,TM
BM222,3.13,34250,100,N,P,I,7,2,2.98,LULUS,TM
ED229,3.56,9800,100,N,P,I,5,2,2.98,LULUS,TM
IM221,3.32,77000,100,N,P,I,8,4,2.98,LULUS,TS
BM222,3.33,78300,100,N,P,I,3,5,2.98,LULUS,TM
OM221,3.3,16810,100,N,P,I,2,1,2.98,LULUS,TS
AT220,3.24,17000,100,N,P,I,6,1,2.98,LULUS,TM
CS223,3.26,20050,100,N,P,I,7,4,2.98,LULUS,TM
AP220,3.23,34140,100,N,P,I,6,2,2.98,LULUS,TM
AP228,3.18,81200,100,N,P,I,4,3,2.98,LULUS,TM
AT220,3.35,16010,100,N,P,I,6,2,2.98,LULUS,TM
OM221,3.38,85000,100,N,P,I,5,5,2.98,LULUS,TS
OM221,3.1,8100,100,N,P,I,6,3,2.98,LULUS,TM
IM224,3.23,68100,100,N,P,I,5,5,2.98,LULUS,TS
HM220,3.66,89158,802,N,P,K,2,2,2.98,LULUS,ANC
EE250,1.85,31350,100,N,L,I,5,5,2.98,GAGAL,D3
CS233,3.33,47810,100,N,L,I,4,9,2.98,LULUS,TS
AS229,3.18,52200,100,N,P,I,4,0,2.98,LULUS,TM
IM225,3.06,80150,300,N,P,I,6,2,2.98,LULUS,TS
BM232,3.44,86800,100,N,P,I,5,5,2.98,LULUS,TS
CS227,3.09,11900,100,N,L,I,4,3,2.98,LULUS,TM
BM224,3.16,71600,100,N,P,I,8,5,2.98,LULUS,TM
AS229,3.18,81110,100,N,P,I,4,3,2.98,LULUS,TM
EH223,3.02,27000,100,N,L,I,6,4,2.98,LULUS,TM
CS243,2,18000,100,N,L,I,6,5,2.98,GAGAL,LU
OM221,3.25,26900,100,N,P,I,4,1,2.98,LULUS,TS
HM220,3.15,26700,100,N,P,I,1,3,2.98,LULUS,TM
BM220,3.42,48300,100,N,P,I,5,2,2.98,LULUS,TM
EM220,3.04,2700,100,N,L,I,5,4,2.98,LULUS,TM
CS221,3.16,2000,100,N,P,I,5,8,2.98,LULUS,TM
EH221,2.89,21020,100,N,P,I,8,1,2.98,LULUS,TM
IM221,3.64,71650,100,N,L,I,4,7,2.98,LULUS,TS
AS224,3.22,81750,100,N,P,I,4,2,2.98,LULUS,TM
BM220,3.06,16400,100,N,P,I,5,2,2.98,LULUS,TM
BM220,2.77,13500,100,N,P,I,3,2,2.98,LULUS,TM
AS231,2.7,23000,100,N,L,I,6,3,2.98,LULUS,TM
EM221,2.09,53300,100,N,L,I,6,9,2.98,GAGAL,D4
AP236,3.23,70200,100,N,P,I,2,4,2.98,LULUS,TM
AM228,3.03,22000,100,N,P,I,6,7,2.98,LULUS,TS
BM224,2.96,51100,100,N,P,I,2,8,2.98,LULUS,TM
CS226,2.94,62250,100,N,P,I,4,7,2.98,LULUS,TM
BM232,3.55,31050,100,N,P,I,3,5,2.98,LULUS,TS
EH222,3.01,47810,100,N,P,I,5,2,2.98,LULUS,TS
EM221,3.71,81110,100,N,P,I,3,2,2.99,LULUS,TS
AS224,3.16,30020,100,N,P,I,8,6,2.99,LULUS,TM
CS221,3.64,,100,N,P,I,4,6,2.99,LULUS,TM
EE230,1.5,41000,100,N,L,I,7,4,2.99,GAGAL,D1
AP225,3.16,48000,100,N,P,I,4,8,2.99,LULUS,TM
AS234,3.46,71050,100,N,L,I,4,4,2.99,LULUS,TM
CS227,3.2,6000,100,N,P,I,4,7,2.99,LULUS,TM
AS229,2.7,45100,100,N,P,I,4,2,2.99,LULUS,TM
BM226,2.68,27000,100,N,L,I,5,7,2.99,LULUS,TM
BM220,3.09,26900,100,N,P,I,9,2,2.99,LULUS,TM
CS233,3.01,91000,801,N,P,I,4,1,2.99,LULUS,TM
BM247,1.79,43650,100,N,L,I,4,9,2.99,GAGAL,D1
AP228,3.09,22020,100,N,P,I,5,2,2.99,LULUS,TM
BM222,3.7,55300,1004,N,P,K,5,2,2.99,LULUS,ANC
AS228,3.07,16400,100,N,P,I,9,2,2.99,LULUS,TM
AM228,3.13,27600,100,N,P,I,6,7,2.99,LULUS,TM
BM230,3.04,22200,100,N,L,I,0,6,2.99,LULUS,TM
BM220,3.64,16150,100,N,P,I,7,1,2.99,LULUS,TM
ED229,3.46,85000,100,N,P,I,7,7,2.99,LULUS,TS
BM222,3.26,72120,100,N,L,I,5,2,2.99,LULUS,TM
EC220,3.14,15150,100,N,L,I,7,5,2.99,LULUS,TM
AS202,0,18500,100,N,L,I,6,1,2.99,GAGAL,GT
EE250,1.51,36000,100,N,P,I,3,2,2.99,GAGAL,D1
HM220,3.3,8000,100,N,P,I,3,2,2.99,LULUS,TM
HM220,3.14,34000,100,N,P,I,5,3,2.99,LULUS,TM
BM224,2.63,40000,100,N,L,I,4,6,2.99,LULUS,TM
CS228,2.77,26700,100,N,P,I,5,3,2.99,LULUS,TM
AM228,2.94,28200,100,N,P,I,3,3,2.99,LULUS,TM
LG220,3.29,42500,100,N,P,I,1,3,2.99,LULUS,TM
BM223,3.37,13100,100,N,P,I,2,2,2.99,LULUS,TM
BM223,3.36,24300,100,N,P,I,5,5,2.99,LULUS,TM
CS224,1.78,70400,100,N,P,I,5,6,2.99,GAGAL,D1
AT220,3.44,70400,100,N,L,I,7,6,2.99,LULUS,TS
CS233,2.74,21020,100,N,P,I,6,3,2.99,LULUS,TM
AM228,2.65,11900,100,N,L,I,5,5,2.99,LULUS,TM
BM230,2.57,,100,N,L,I,8,7,2.99,LULUS,TM
BM226,3.18,27070,100,R,P,I,6,0,2.99,LULUS,TM
BM226,3.2,15400,100,N,P,I,4,5,2.99,LULUS,TM
HM225,2.97,6300,100,N,P,I,8,4,2.99,LULUS,TM
AS232,3.28,11900,100,N,P,I,6,6,2.99,LULUS,TS
AS223,0,15200,100,N,P,I,3,5,3,GAGAL,MD
EM220,2.97,15200,100,N,L,I,6,9,3,LULUS,TM
BM223,0,43000,100,N,P,I,4,8,3,GAGAL,MD
AM228,2.61,80300,100,N,P,I,4,4,3,LULUS,TM
CS221,2.42,31650,100,N,L,I,4,5,3,GAGAL,LU
AS203,3.22,17510,100,N,L,I,4,1,3,LULUS,TM
ED229,3.25,45300,100,N,P,I,5,2,3,LULUS,TM
AM228,2.82,43000,100,N,L,I,3,3,3,LULUS,TM
AS202,3.1,8330,100,N,P,I,2,1,3,LULUS,TM
AC220,2.33,53100,100,N,P,I,6,3,3,GAGAL,LU
BM223,3.3,,100,N,P,I,5,7,3,LULUS,TM
BM229,3.68,81110,100,N,L,I,5,6,3,LULUS,ANC
EE230,3.25,33000,100,N,L,I,5,4,3,LULUS,TM
EH222,2.83,43200,100,N,L,I,7,3,3,LULUS,TM
AS231,3.46,42200,100,N,P,I,6,4,3,LULUS,TS
AS231,3.13,70400,100,N,P,I,2,4,3,LULUS,TM
CS222,2.56,25200,100,N,P,I,6,4,3,LULUS,TM
CS230,3.35,47000,100,N,P,I,5,9,3,LULUS,TM
EM221,3.21,15300,100,N,L,I,5,2,3,LULUS,TM
AS201,2.95,,100,N,P,I,6,3,3,LULUS,TM
LG220,3.47,48010,100,N,L,I,4,8,3,LULUS,TS
MC222,3.58,15400,100,N,P,I,5,4,3,LULUS,TS
EE250,1.61,54200,100,N,L,I,6,5,3,GAGAL,D1
AM228,3.7,34520,100,N,L,I,5,3,3,LULUS,ANC
AM228,3.48,75200,100,N,P,I,6,7,3,LULUS,TM
CS228,2.93,86400,100,N,P,I,7,5,3,LULUS,TM
CS220,3.14,8000,100,N,P,I,4,2,3,LULUS,TM
AM228,2.98,43200,100,N,P,I,6,4,3,LULUS,TM
BM236,3.45,48200,100,N,P,I,7,5,3,LULUS,TS
CS227,3.09,84000,100,N,P,I,6,7,3,LULUS,TM
HM225,3.3,40150,100,N,P,I,5,9,3,LULUS,TM
AS201,3.61,47150,100,N,P,I,6,5,3,LULUS,TS
BM222,3.63,31100,100,N,P,I,3,1,3,LULUS,TM
BM230,3.77,35900,100,N,P,I,4,8,3,LULUS,ANC
ED220,3.46,43300,100,N,P,I,3,6,3,LULUS,TM
BM226,3.43,18300,100,N,P,I,6,2,3,LULUS,TM
AC220,2.79,6600,100,N,P,I,4,2,3,LULUS,TM
LG220,2.66,15200,100,N,P,I,9,6,3,GAGAL,LU
AP225,2.95,47100,100,N,L,I,4,3,3,LULUS,TM
ED220,2.91,78300,100,N,P,I,3,5,3,LULUS,TM
AS201,0,41000,100,N,L,I,1,4,3,GAGAL,D1
AS230,2.77,21700,100,N,P,I,5,6,3,LULUS,TM
EH222,3.15,41050,100,R,L,I,3,1,3,LULUS,TM
BM220,3.19,81110,100,N,P,I,0,0,3,LULUS,TM
ED220,3.27,5350,100,N,P,I,0,0,3,LULUS,TM
EE240,2.93,6300,100,N,P,I,4,1,3,LULUS,TM
HS223,3.3,33320,100,N,P,I,6,3,3,LULUS,TS
OM221,2.95,75460,100,N,L,I,1,5,3,LULUS,TS
AM228,3.2,43900,100,N,P,I,4,7,3,LULUS,TM
CS221,3.61,13500,100,N,P,I,6,5,3,LULUS,TM
BM226,3.65,53300,100,N,P,I,6,4,3,LULUS,TM
HM221,3.52,75350,100,N,P,I,7,4,3,LULUS,TS
BM224,2.82,28000,100,N,P,I,5,3,3,GAGAL,MD
CS228,3.18,84150,100,N,L,I,6,2,3,LULUS,TM
EM221,3.04,68100,100,N,L,I,5,4,3,LULUS,TS
EE230,3.26,81100,100,N,L,I,4,3,3,LULUS,TM
AT220,3.27,40150,100,N,L,I,4,5,3,LULUS,TM
CS223,3.23,31350,100,N,P,I,6,7,3,LULUS,TM
AS230,3.54,15150,100,N,P,I,4,2,3,LULUS,TM
CS229,3.53,28000,100,N,P,I,1,2,3,LULUS,TM
EM221,2.97,43950,100,N,L,I,3,3,3,LULUS,TM
